"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	1332.5	320	177	"Alive"
"2"	24	1335.5	317	106	"Alive"
"3"	25	1323	320.5	105	"Alive"
"4"	26	1325.5	327	121	"Alive"
"5"	27	1323.5	323	129	"Alive"
"6"	28	1320	324.5	126	"Alive"
"7"	29	1319	322	115	"Alive"
"8"	30	1316.5	326	143	"Alive"
"9"	31	1333.5	311.5	123	"Alive"
"10"	32	1338.5	328.5	94	"Alive"
"11"	33	1339.5	322	281	"Alive"
"12"	34	1336	315.5	144	"Alive"
"13"	35	1332.5	314	166	"Alive"
"14"	36	1332.5	316.5	127	"Alive"
"15"	37	1329.5	316	119	"Alive"
"16"	38	1327.5	315.5	113	"Alive"
"17"	39	1328	314.5	111	"Alive"
