"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	1333	404	197	"Alive"
"2"	17	1325	408.5	91	"Alive"
"3"	18	1318.5	411.5	120	"Alive"
"4"	19	1311.5	398.5	118	"Alive"
"5"	20	1330	403.5	107	"Alive"
"6"	21	1335	407	154	"Alive"
"7"	22	1340.5	397	188	"Alive"
"8"	23	1329	405.5	102	"Alive"
"9"	24	1329	404.5	126	"Alive"
"10"	25	1321	417	119	"Alive"
"11"	26	1310.5	426	121	"Alive"
"12"	27	1302.5	438	149	"Alive"
"13"	28	1297.5	430.5	167	"Alive"
"14"	29	1306	441.5	107	"Dead"
"15"	30	1305	449	70	"Alive"
"16"	31	1309.5	445.5	147	"Alive"
"17"	32	1311.5	443	169	"Alive"
"18"	33	1310.5	443.5	185	"Alive"
"19"	34	1318.5	427.5	103	"Alive"
"20"	35	1326.5	413	172	"Alive"
"21"	36	1324.5	415.5	153	"Alive"
"22"	37	1336	429.5	203	"Dead"
"23"	38	1337	427.5	137	"Alive"
"24"	39	1335.5	430	263	"Alive"
