"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	22.5	652	238	"Alive"
"2"	22	38.5	645.5	154	"Alive"
"3"	23	44.5	645	125	"Alive"
"4"	24	47.5	648.5	142	"Alive"
"5"	25	23	647	79	"Alive"
"6"	26	39	661	115	"Alive"
"7"	27	56	670	111	"Alive"
"8"	28	49	663	143	"Alive"
"9"	29	50	649.5	98	"Alive"
"10"	30	53.5	651.5	88	"Alive"
"11"	31	60.5	646.5	99	"Alive"
"12"	32	65	647.5	168	"Alive"
"13"	33	59	650	94	"Alive"
"14"	34	56.5	651	103	"Alive"
"15"	35	61	644	202	"Alive"
"16"	36	67.5	630.5	176	"Alive"
"17"	37	64.5	637	195	"Alive"
"18"	38	66	633	160	"Alive"
"19"	39	65	635	150	"Alive"
