"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	900.5	878.5	140	"Alive"
"2"	25	893.5	881	294	"Alive"
"3"	26	887	879	77	"Dead"
"4"	27	888.5	875.5	110	"Alive"
"5"	28	906	865.5	208	"Dead"
"6"	29	899	859	254	"Dead"
"7"	30	901.5	855	157	"Dead"
"8"	31	904	855.5	153	"Dead"
"9"	32	910.5	861	182	"Dead"
"10"	33	907.5	868	234	"Alive"
"11"	34	881.5	872.5	74	"Alive"
"12"	35	878.5	856.5	153	"Alive"
"13"	36	882.5	869.5	91	"Alive"
"14"	37	880	863	111	"Alive"
"15"	38	877.5	872.5	295	"Alive"
"16"	39	884	871	85	"Alive"
