"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	771.5	680	162	"Alive"
"2"	21	774.5	669	126	"Alive"
"3"	22	783	683.5	177	"Alive"
"4"	23	791.5	684.5	149	"Alive"
"5"	24	799.5	691	149	"Alive"
"6"	25	795	692.5	102	"Alive"
"7"	26	809	687.5	134	"Alive"
"8"	27	811	686	196	"Alive"
"9"	28	814	685	136	"Alive"
"10"	29	818	679.5	98	"Alive"
"11"	30	820	677.5	101	"Alive"
"12"	31	826	678	202	"Alive"
"13"	32	821.5	679	215	"Alive"
"14"	33	825.5	673.5	98	"Alive"
"15"	34	822	671.5	140	"Alive"
"16"	35	824	678.5	142	"Alive"
"17"	36	822	681	155	"Alive"
"18"	37	823	677.5	121	"Alive"
"19"	38	824	681	157	"Alive"
"20"	39	823.5	677	109	"Alive"
