"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	1179.5	661.5	132	"Alive"
"2"	24	1170	677.5	95	"Alive"
"3"	25	1162.5	666	123	"Alive"
"4"	26	1163.5	672	154	"Alive"
"5"	27	1162.5	674.5	164	"Alive"
"6"	28	1157	669	91	"Alive"
"7"	29	1162.5	671	191	"Alive"
"8"	30	1163.5	671.5	220	"Alive"
"9"	31	1168.5	661.5	93	"Alive"
"10"	32	1168	659.5	92	"Alive"
"11"	33	1151	669	90	"Alive"
"12"	34	1153.5	666	89	"Alive"
"13"	35	1144.5	660.5	108	"Alive"
"14"	36	1148	665	144	"Alive"
"15"	37	1141.5	657	89	"Alive"
"16"	38	1150.5	660	96	"Alive"
"17"	39	1165.5	666.5	103	"Alive"
