"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	314	779	162	"Alive"
"2"	18	326.5	782.5	158	"Alive"
"3"	19	328	787	219	"Alive"
"4"	20	332.5	793	251	"Alive"
"5"	21	336.5	786	200	"Alive"
"6"	22	330.5	782	99	"Alive"
"7"	23	336	770.5	102	"Alive"
"8"	24	337.5	766	111	"Alive"
"9"	25	335	768	181	"Alive"
"10"	26	336.5	773.5	199	"Alive"
"11"	27	344.5	772	156	"Alive"
"12"	28	345	772.5	176	"Alive"
"13"	29	344	774	195	"Alive"
"14"	30	346.5	775	97	"Alive"
"15"	31	346.5	774.5	92	"Alive"
"16"	32	326	777	108	"Alive"
"17"	33	327.5	775.5	88	"Alive"
"18"	34	326.5	775	91	"Alive"
"19"	35	327	774	105	"Alive"
"20"	36	325.5	775	102	"Alive"
"21"	37	326	773.5	115	"Alive"
"22"	38	323.5	772.5	103	"Alive"
"23"	39	323.5	774	99	"Alive"
