"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	775.5	746.5	100	"Alive"
"2"	26	771.5	746.5	116	"Alive"
"3"	27	769	764	183	"Alive"
"4"	28	779.5	748	106	"Alive"
"5"	29	776.5	744	120	"Alive"
"6"	30	777	742	123	"Alive"
"7"	31	780	756	84	"Alive"
"8"	32	786.5	755.5	93	"Dead"
"9"	33	790	760.5	90	"Alive"
"10"	34	790	747.5	103	"Alive"
"11"	35	784	747	115	"Alive"
"12"	36	786	747.5	71	"Alive"
"13"	37	783.5	737	91	"Alive"
"14"	38	785.5	738	86	"Alive"
"15"	39	785	737.5	88	"Alive"
