"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	1249.5	312	107	"Alive"
"2"	24	1249.5	311	198	"Alive"
"3"	25	1264	323.5	210	"Alive"
"4"	26	1263.5	337.5	159	"Alive"
"5"	27	1252.5	344	114	"Alive"
"6"	28	1248	348	259	"Alive"
"7"	29	1249	358	102	"Alive"
"8"	30	1243	349.5	103	"Alive"
"9"	31	1255	353	143	"Alive"
"10"	32	1258.5	351.5	207	"Alive"
"11"	33	1262	346.5	129	"Alive"
"12"	34	1267.5	346.5	127	"Alive"
"13"	35	1270	341.5	93	"Alive"
"14"	36	1266	353.5	91	"Alive"
"15"	37	1273.5	349.5	176	"Alive"
"16"	38	1268	340	205	"Alive"
"17"	39	1271.5	332.5	192	"Alive"
