"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	693	741	191	"Alive"
"2"	23	690	739	167	"Alive"
"3"	24	687	735.5	122	"Alive"
"4"	25	675.5	735	100	"Alive"
"5"	26	661.5	718.5	111	"Alive"
"6"	27	665	718.5	117	"Alive"
"7"	28	661.5	716	93	"Alive"
"8"	29	667	724.5	72	"Alive"
"9"	30	669	714.5	122	"Alive"
"10"	31	663.5	724.5	100	"Alive"
"11"	32	663	722	94	"Alive"
"12"	33	666	722	76	"Alive"
"13"	34	670	734	119	"Alive"
"14"	35	669	731.5	121	"Alive"
"15"	36	665.5	728.5	131	"Alive"
"16"	37	667.5	729.5	96	"Alive"
"17"	38	663.5	734.5	118	"Alive"
"18"	39	665	728.5	163	"Alive"
