"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	722	788	116	"Alive"
"2"	25	714	787.5	94	"Alive"
"3"	26	713.5	787	97	"Alive"
"4"	27	709	781.5	128	"Alive"
"5"	28	709	776	227	"Alive"
"6"	29	712.5	773.5	184	"Alive"
"7"	30	712.5	772	120	"Alive"
"8"	31	710	771.5	188	"Alive"
"9"	32	716.5	775.5	85	"Alive"
"10"	33	717.5	762.5	276	"Alive"
"11"	34	727	762	64	"Alive"
"12"	35	725	746	112	"Alive"
"13"	36	727	744.5	102	"Alive"
"14"	37	726	743	74	"Alive"
"15"	38	725.5	746.5	113	"Alive"
"16"	39	726	747.5	95	"Alive"
