"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	548	169	224	"Alive"
"2"	11	532.5	161.5	150	"Alive"
"3"	12	539.5	138.5	155	"Alive"
"4"	13	536.5	126.5	153	"Alive"
"5"	14	536.5	135	184	"Alive"
"6"	15	520	136	175	"Alive"
"7"	16	535	127	202	"Alive"
"8"	17	535.5	135.5	157	"Alive"
"9"	18	531	129	135	"Alive"
"10"	19	529.5	122	320	"Alive"
"11"	20	534.5	137.5	113	"Alive"
"12"	21	542	145.5	92	"Alive"
"13"	22	531.5	134.5	152	"Alive"
"14"	23	520.5	128.5	90	"Alive"
"15"	24	533.5	131	201	"Alive"
"16"	25	529	130	212	"Alive"
"17"	26	523.5	117.5	236	"Alive"
"18"	27	512.5	126.5	144	"Alive"
"19"	28	513.5	112	132	"Alive"
"20"	29	512	113	116	"Alive"
"21"	30	508	106	99	"Alive"
"22"	31	505	98.5	95	"Alive"
"23"	32	507.5	94	89	"Alive"
"24"	33	503.5	88	164	"Alive"
"25"	34	503	85.5	74	"Alive"
"26"	35	504	86.5	98	"Dead"
"27"	36	504.5	83	150	"Dead"
"28"	37	490.5	90	129	"Alive"
"29"	38	489	90.5	85	"Alive"
"30"	39	487	96.5	155	"Alive"
