"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	727	37.5	109	"Alive"
"2"	25	717.5	39	99	"Alive"
"3"	26	710	43	132	"Alive"
"4"	27	700.5	47	140	"Alive"
"5"	28	696.5	44	164	"Alive"
"6"	29	698	45.5	117	"Alive"
"7"	30	696	44	124	"Alive"
"8"	31	692.5	52.5	114	"Alive"
"9"	32	687.5	53	89	"Alive"
"10"	33	686	54.5	111	"Dead"
"11"	34	690.5	64	179	"Dead"
"12"	35	681.5	69.5	97	"Alive"
"13"	36	679.5	69.5	84	"Alive"
"14"	37	690.5	86.5	89	"Alive"
"15"	38	692	87.5	92	"Alive"
"16"	39	700.5	101	140	"Alive"
