"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1161.5	304.5	112	"Alive"
"2"	23	1150.5	309	161	"Alive"
"3"	24	1155.5	312	213	"Alive"
"4"	25	1156	316.5	142	"Alive"
"5"	26	1152.5	308.5	117	"Alive"
"6"	27	1157	304.5	629	"Alive"
"7"	28	1165	304	117	"Alive"
"8"	29	1162	300	3	"Alive"
"9"	30	1162	300	118	"Alive"
"10"	31	1164.5	316.5	128	"Alive"
"11"	32	1175.5	315.5	83	"Alive"
"12"	33	1175	319.5	88	"Alive"
"13"	34	1176	322	120	"Dead"
"14"	35	1178	324	135	"Alive"
"15"	36	1178	327	92	"Alive"
"16"	37	1185	316.5	107	"Alive"
"17"	38	1185.5	320	103	"Alive"
"18"	39	1186.5	317.5	94	"Alive"
