"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	1064	842.5	102	"Alive"
"2"	13	1060	849	116	"Alive"
"3"	14	1061	854.5	145	"Alive"
"4"	15	1064.5	845	145	"Alive"
"5"	16	1067.5	834.5	165	"Alive"
"6"	17	1063	825.5	148	"Alive"
"7"	18	1061.5	827	91	"Alive"
"8"	19	1064	822.5	119	"Alive"
"9"	20	1057.5	823	124	"Alive"
"10"	21	1050	829.5	142	"Alive"
"11"	22	1052.5	839	157	"Alive"
"12"	23	1049.5	849	165	"Alive"
"13"	24	1057.5	853	184	"Alive"
"14"	25	1056.5	853.5	138	"Alive"
"15"	26	1064	850	111	"Alive"
"16"	27	1057.5	850.5	118	"Alive"
"17"	28	1059	849	96	"Alive"
"18"	29	1066.5	844	232	"Alive"
"19"	30	1067.5	849	158	"Alive"
"20"	31	1066.5	852	149	"Alive"
"21"	32	1066	854	137	"Alive"
"22"	33	1055	875.5	140	"Alive"
"23"	34	1057	871	190	"Alive"
"24"	35	1053	869	147	"Alive"
"25"	36	1064.5	890.5	99	"Alive"
"26"	37	1054	886.5	174	"Alive"
"27"	38	1034	876.5	83	"Alive"
"28"	39	1033.5	876	124	"Alive"
