"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	682	429	136	"Alive"
"2"	22	678.5	433	97	"Alive"
"3"	23	677	437	83	"Alive"
"4"	24	689	442.5	95	"Alive"
"5"	25	696	435	89	"Alive"
"6"	26	703.5	426.5	177	"Dead"
"7"	27	704	423.5	109	"Alive"
"8"	28	702	441.5	98	"Alive"
"9"	29	706	443.5	192	"Alive"
"10"	30	713	448.5	113	"Dead"
"11"	31	715	451	136	"Dead"
"12"	32	707	443.5	272	"Alive"
"13"	33	719.5	433.5	274	"Dead"
"14"	34	711.5	438	214	"Dead"
"15"	35	707.5	441	115	"Alive"
"16"	36	707	453	155	"Dead"
"17"	37	703	454	138	"Dead"
"18"	38	707.5	447	284	"Dead"
"19"	39	707	447.5	153	"Alive"
