"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	945.5	733	121	"Alive"
"2"	16	942.5	701	89	"UnStained"
"3"	17	957.5	711	158	"Alive"
"4"	18	941.5	694.5	126	"Alive"
"5"	19	945	691.5	136	"Alive"
"6"	20	940	674	131	"Alive"
"7"	21	947.5	671	288	"Alive"
"8"	22	952	675	210	"Alive"
"9"	23	951.5	686	135	"Alive"
"10"	24	955.5	689.5	395	"Alive"
"11"	25	960	690.5	168	"Alive"
"12"	26	952	686	280	"Alive"
"13"	27	964	685	192	"Alive"
"14"	28	982	671	310	"Alive"
"15"	29	983	665.5	284	"Alive"
"16"	30	1001	665	98	"Alive"
"17"	31	1006.5	673.5	83	"Alive"
"18"	32	1011	666.5	100	"Alive"
"19"	33	1023	653.5	87	"Alive"
"20"	34	1024.5	654.5	97	"Alive"
"21"	35	1021.5	652.5	167	"Alive"
"22"	36	1023.5	655.5	90	"Alive"
"23"	37	1009.5	669.5	141	"Alive"
"24"	38	1006	668	227	"Alive"
"25"	39	1010.5	674.5	310	"Alive"
