"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	239	368	300	"Alive"
"2"	24	233	362	123	"Alive"
"3"	25	235.5	374.5	129	"Alive"
"4"	26	232.5	377.5	157	"Alive"
"5"	27	248	375	111	"Alive"
"6"	28	249.5	371	116	"Alive"
"7"	29	257.5	360.5	136	"Alive"
"8"	30	257.5	361.5	158	"Alive"
"9"	31	258.5	361.5	154	"Alive"
"10"	32	259	360	79	"Alive"
"11"	33	252	355.5	111	"Alive"
"12"	34	262	349.5	96	"Alive"
"13"	35	261.5	345.5	85	"Alive"
"14"	36	248.5	338	155	"Alive"
"15"	37	254	340	95	"Alive"
"16"	38	251	343.5	86	"Alive"
"17"	39	256	344.5	95	"Alive"
