"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	157.5	195.5	211	"Alive"
"2"	25	163.5	190.5	421	"Alive"
"3"	26	160.5	204.5	147	"Alive"
"4"	27	164	198.5	80	"Alive"
"5"	28	170	177.5	122	"Alive"
"6"	29	165	163.5	131	"Alive"
"7"	30	158.5	168	96	"Dead"
"8"	31	158	161.5	165	"Alive"
"9"	32	153	158.5	316	"Alive"
"10"	33	157.5	161	152	"Alive"
"11"	34	146	148	207	"Alive"
"12"	35	145	148	129	"Alive"
"13"	36	141	142	193	"Alive"
"14"	37	139	137.5	177	"Alive"
"15"	38	139.5	137	174	"Alive"
"16"	39	137.5	156	109	"Alive"
