"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	952	1035	98	"Alive"
"2"	19	953	1011	144	"Alive"
"3"	20	962.5	996.5	137	"Alive"
"4"	21	968.5	976.5	157	"Alive"
"5"	22	956	974.5	150	"Alive"
"6"	23	964	983	173	"Alive"
"7"	24	952	978	142	"Alive"
"8"	25	954.5	979	111	"Alive"
"9"	26	940	965.5	119	"Alive"
"10"	27	940.5	970.5	112	"Alive"
"11"	28	957.5	975	102	"Alive"
"12"	29	956.5	974.5	112	"Alive"
"13"	30	962.5	964.5	85	"Alive"
"14"	31	960	974.5	92	"Alive"
"15"	32	968	965.5	192	"Alive"
"16"	33	978.5	972.5	91	"Alive"
"17"	34	976.5	974	109	"Alive"
"18"	35	973.5	971.5	103	"Alive"
"19"	36	976.5	972.5	161	"Alive"
"20"	37	972	965.5	250	"Alive"
"21"	38	968.5	972	89	"Alive"
"22"	39	967	967.5	100	"Alive"
