"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	104	777	92	"Alive"
"2"	21	122.5	773	90	"Alive"
"3"	22	122.5	776	97	"Alive"
"4"	23	121	778	82	"Alive"
"5"	24	113.5	779	120	"Alive"
"6"	25	119	772.5	115	"Alive"
"7"	26	116.5	771	151	"Alive"
"8"	27	117	764	78	"Alive"
"9"	28	127.5	760	160	"Alive"
"10"	29	124.5	777.5	105	"Alive"
"11"	30	110	762	186	"Alive"
"12"	31	105	767	124	"Alive"
"13"	32	108.5	773	353	"Alive"
"14"	33	115	780.5	94	"Alive"
"15"	34	122.5	784.5	70	"Alive"
"16"	35	118	784	71	"Alive"
"17"	36	121.5	788	102	"Alive"
"18"	37	132	780	176	"Alive"
"19"	38	113	780.5	140	"Alive"
"20"	39	116.5	784.5	291	"Alive"
