"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	1302.5	840.5	190	"Alive"
"2"	11	1287	835	112	"Alive"
"3"	12	1289.5	829.5	131	"Alive"
"4"	13	1291.5	827	166	"Alive"
"5"	14	1288.5	822.5	196	"Alive"
"6"	15	1289.5	816	182	"Alive"
"7"	16	1289.5	814	175	"Alive"
"8"	17	1296	809	105	"Alive"
"9"	18	1289	815	202	"Alive"
"10"	19	1260.5	815	173	"Alive"
"11"	20	1258.5	829	152	"Alive"
"12"	21	1258	823.5	86	"Alive"
"13"	22	1262	837.5	125	"Alive"
"14"	23	1266.5	833.5	107	"Alive"
"15"	24	1269	851.5	108	"Alive"
"16"	25	1272	852.5	115	"Alive"
"17"	26	1280	851.5	105	"Alive"
"18"	27	1272.5	858	127	"Alive"
"19"	28	1268	852	262	"Alive"
"20"	29	1263.5	850.5	208	"Alive"
"21"	30	1261	844	114	"Alive"
"22"	31	1260	832	209	"Alive"
"23"	32	1258	827.5	119	"Alive"
"24"	33	1253.5	840	94	"Alive"
"25"	34	1265	830	70	"Alive"
"26"	35	1267	815.5	93	"Alive"
"27"	36	1265.5	821.5	209	"Alive"
"28"	37	1264.5	817	124	"Alive"
"29"	38	1264	819	156	"Alive"
"30"	39	1260	820.5	69	"Alive"
