"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	290	13.5	152	"Alive"
"2"	20	296.5	26	136	"Alive"
"3"	21	303.5	20	144	"Alive"
"4"	22	307.5	20	783	"Alive"
"5"	23	299.5	16.5	137	"Alive"
"6"	24	295.5	13.5	86	"Alive"
"7"	25	299	26.5	120	"Alive"
"8"	26	303.5	24	117	"Alive"
"9"	27	307.5	21	124	"Alive"
"10"	28	308.5	18.5	134	"Alive"
"11"	29	306.5	25.5	58	"Alive"
"12"	30	317.5	17.5	194	"Alive"
"13"	31	316	27	129	"Alive"
"14"	32	317.5	31.5	121	"Alive"
"15"	33	340	20.5	146	"Alive"
"16"	34	339	18.5	128	"Alive"
"17"	35	338	21	172	"Alive"
"18"	36	340.5	26	95	"Alive"
"19"	37	342.5	20	169	"Alive"
"20"	38	345.5	18.5	157	"Alive"
"21"	39	342	19	192	"Alive"
