"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	94.5	780	116	"Alive"
"2"	22	95.5	785	144	"Alive"
"3"	23	105	784	228	"Alive"
"4"	24	106	777	104	"Alive"
"5"	25	103	777.5	116	"Alive"
"6"	26	106	778.5	109	"Alive"
"7"	27	108.5	780	135	"Alive"
"8"	28	106	780.5	130	"Alive"
"9"	29	101	777.5	101	"Alive"
"10"	30	102.5	777	255	"Alive"
"11"	31	99.5	767.5	90	"Alive"
"12"	32	106.5	778.5	89	"Alive"
"13"	33	122	772	90	"Alive"
"14"	34	108	784	101	"Alive"
"15"	35	94.5	791.5	74	"Alive"
"16"	36	95	792.5	81	"Alive"
"17"	37	97	790.5	92	"Alive"
"18"	38	94	795.5	90	"Alive"
"19"	39	97	794.5	115	"Alive"
