"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	1391	286.5	172	"Alive"
"2"	9	1385	275.5	209	"Alive"
"3"	10	1392	275	227	"Alive"
"4"	11	1416.5	283.5	226	"Alive"
"5"	12	1414.5	299	224	"Alive"
"6"	13	1413.5	325.5	101	"Alive"
"7"	14	1420.5	332	180	"Alive"
"8"	15	1403.5	336	178	"Alive"
"9"	16	1409.5	335	215	"Alive"
"10"	17	1422	361	143	"Alive"
"11"	18	1415	344	126	"Alive"
"12"	19	1404	329	168	"Alive"
"13"	20	1400.5	326.5	167	"Alive"
"14"	21	1396	331	156	"Alive"
"15"	22	1402.5	336	110	"Alive"
"16"	23	1405.5	336	88	"Alive"
"17"	24	1423.5	337.5	148	"Alive"
"18"	25	1409	335	135	"Alive"
"19"	26	1406	329	134	"Alive"
"20"	27	1403	326	145	"Alive"
"21"	28	1399	328.5	147	"Alive"
"22"	29	1393.5	326.5	97	"Alive"
"23"	30	1389.5	335.5	86	"Alive"
"24"	31	1380.5	338	126	"Alive"
"25"	32	1383.5	337	101	"Alive"
"26"	33	1380.5	334	111	"Alive"
"27"	34	1386.5	323.5	106	"Alive"
"28"	35	1389	322.5	114	"Alive"
"29"	36	1383.5	328	204	"Alive"
"30"	37	1380.5	327	158	"Alive"
"31"	38	1381.5	327	142	"Alive"
"32"	39	1389	328.5	274	"Alive"
