"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	937	743	173	"Alive"
"2"	26	933.5	741	179	"Alive"
"3"	27	929	741	227	"Alive"
"4"	28	928	737.5	156	"Alive"
"5"	29	927	737	413	"Alive"
"6"	30	931	741.5	84	"Alive"
"7"	31	938.5	737	90	"Alive"
"8"	32	945	728.5	174	"Alive"
"9"	33	946.5	715	254	"Alive"
"10"	34	944	692.5	605	"Alive"
"11"	35	952	710.5	122	"Alive"
"12"	36	957	713	149	"Alive"
"13"	37	954	717.5	199	"Alive"
"14"	38	961	730.5	132	"Alive"
"15"	39	960.5	730.5	156	"Alive"
