"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	1161	907	91	"Alive"
"2"	26	1155	909.5	111	"Alive"
"3"	27	1161	895	161	"Alive"
"4"	28	1153.5	884	102	"Alive"
"5"	29	1159.5	885.5	361	"Alive"
"6"	30	1165.5	878.5	137	"Alive"
"7"	31	1170	894	134	"Alive"
"8"	32	1173.5	899	158	"Alive"
"9"	33	1173.5	895	202	"Alive"
"10"	34	1178	897.5	188	"Alive"
"11"	35	1190.5	886	85	"Alive"
"12"	36	1188.5	887.5	86	"Alive"
"13"	37	1195	896	94	"Alive"
"14"	38	1204.5	888	79	"Alive"
"15"	39	1207.5	888	101	"Alive"
