"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	247	766	200	"Alive"
"2"	26	245.5	759	125	"Alive"
"3"	27	249.5	762	176	"Alive"
"4"	28	259	767	91	"Alive"
"5"	29	245	748.5	200	"Alive"
"6"	30	239.5	751	159	"Alive"
"7"	31	240	756.5	252	"Alive"
"8"	32	248.5	739	222	"Alive"
"9"	33	249.5	736	160	"Alive"
"10"	34	242	756.5	322	"Alive"
"11"	35	244.5	741.5	102	"Alive"
"12"	36	248	737.5	78	"Alive"
"13"	37	230.5	735.5	93	"Alive"
"14"	38	229	733.5	90	"Alive"
"15"	39	214	734	75	"Alive"
