"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	1175	638.5	183	"Alive"
"2"	21	1171.5	643.5	157	"Alive"
"3"	22	1174	635.5	233	"Alive"
"4"	23	1175.5	650	299	"Alive"
"5"	24	1171	665	128	"Alive"
"6"	25	1180.5	665	205	"Alive"
"7"	26	1191	660	341	"Dead"
"8"	27	1199.5	659	214	"Alive"
"9"	28	1185	659.5	97	"Alive"
"10"	29	1182.5	666.5	128	"Dead"
"11"	30	1173	649	192	"Alive"
"12"	31	1161.5	652	86	"Dead"
"13"	32	1164.5	641.5	271	"Alive"
"14"	33	1163	643	204	"Alive"
"15"	34	1161	643	261	"Alive"
"16"	35	1166.5	643	398	"Alive"
"17"	36	1145.5	633.5	113	"Alive"
"18"	37	1151.5	636	131	"Alive"
"19"	38	1153	628	109	"Alive"
"20"	39	1156	627.5	230	"Alive"
