"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	663.5	305.5	113	"Alive"
"2"	25	663.5	309	92	"Alive"
"3"	26	663	310.5	108	"Alive"
"4"	27	676	304	137	"Alive"
"5"	28	680	309.5	124	"Alive"
"6"	29	682	311.5	82	"Alive"
"7"	30	673.5	308	109	"Alive"
"8"	31	675	310	96	"Alive"
"9"	32	680	322	95	"Alive"
"10"	33	679.5	316.5	153	"Alive"
"11"	34	680.5	316.5	144	"Alive"
"12"	35	672	320	128	"Alive"
"13"	36	679	314	160	"Alive"
"14"	37	683.5	321.5	130	"Alive"
"15"	38	668.5	323	48	"Alive"
"16"	39	655.5	315.5	142	"Dead"
