"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	718	758.5	109	"Alive"
"2"	21	719	760	164	"Alive"
"3"	22	717	749	151	"Alive"
"4"	23	712.5	740	321	"Alive"
"5"	24	703	740.5	254	"Alive"
"6"	25	716	737.5	131	"Alive"
"7"	26	716	741	109	"Alive"
"8"	27	713.5	753.5	169	"Alive"
"9"	28	708.5	768.5	95	"Alive"
"10"	29	707.5	761	115	"Alive"
"11"	30	709.5	748	153	"Alive"
"12"	31	712.5	741	87	"Alive"
"13"	32	709	740.5	109	"Alive"
"14"	33	714	751.5	148	"Alive"
"15"	34	713.5	745.5	191	"Alive"
"16"	35	718	740	116	"Alive"
"17"	36	716	737	124	"Alive"
"18"	37	716.5	746.5	159	"Alive"
"19"	38	717	730	213	"Alive"
"20"	39	715	732.5	177	"Alive"
