"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	256	203.5	107	"Alive"
"2"	20	253	185	123	"Alive"
"3"	21	267.5	184	175	"Alive"
"4"	22	269	187	169	"Alive"
"5"	23	278.5	170	137	"Alive"
"6"	24	266	186	98	"Alive"
"7"	25	268	178	127	"Alive"
"8"	26	254.5	159.5	160	"Alive"
"9"	27	253	167.5	176	"Alive"
"10"	28	261	186.5	68	"Alive"
"11"	29	266	185.5	104	"Alive"
"12"	30	269.5	189	67	"Alive"
"13"	31	273.5	175.5	90	"Alive"
"14"	32	287.5	177.5	87	"Alive"
"15"	33	290	175	94	"Alive"
"16"	34	294	179	94	"Alive"
"17"	35	287.5	181	75	"Alive"
"18"	36	289	183	91	"Alive"
"19"	37	301	195.5	85	"Alive"
"20"	38	301	198.5	87	"Alive"
"21"	39	300	202.5	97	"Alive"
