"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	175	406.5	136	"Alive"
"2"	26	168	404	306	"Alive"
"3"	27	171.5	415	91	"Alive"
"4"	28	185.5	405.5	103	"Alive"
"5"	29	182.5	410.5	177	"Alive"
"6"	30	184.5	407	218	"Alive"
"7"	31	184	406	234	"Alive"
"8"	32	181.5	395	108	"Alive"
"9"	33	197	409.5	130	"Alive"
"10"	34	192	395	89	"Alive"
"11"	35	197.5	385.5	109	"Alive"
"12"	36	193.5	394	170	"Alive"
"13"	37	194	397	160	"Alive"
"14"	38	191	399	194	"Alive"
"15"	39	192.5	404.5	145	"Alive"
