"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	680.5	969	94	"Alive"
"2"	21	690	972	145	"Alive"
"3"	22	690.5	973.5	147	"Alive"
"4"	23	685.5	975.5	145	"Alive"
"5"	24	679.5	983	173	"Alive"
"6"	25	665	996	132	"Alive"
"7"	26	669.5	982.5	95	"Alive"
"8"	27	669	980	106	"Alive"
"9"	28	671	980	148	"Alive"
"10"	29	672	978.5	181	"Alive"
"11"	30	669.5	983	184	"Alive"
"12"	31	670	980.5	242	"Alive"
"13"	32	676	978.5	132	"Alive"
"14"	33	677	978.5	136	"Alive"
"15"	34	672	977	123	"Alive"
"16"	35	671	976.5	167	"Alive"
"17"	36	668	970.5	91	"Alive"
"18"	37	678.5	964.5	92	"Alive"
"19"	38	679	965	94	"Alive"
"20"	39	675	964	77	"Alive"
