"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1256.5	215.5	96	"Alive"
"2"	20	1255.5	208	143	"Alive"
"3"	21	1261	208	186	"Alive"
"4"	22	1279.5	221.5	115	"Alive"
"5"	23	1275.5	223	85	"Alive"
"6"	24	1277	228.5	107	"Alive"
"7"	25	1278	212.5	160	"Alive"
"8"	26	1275	216	171	"Alive"
"9"	27	1275	209	200	"Alive"
"10"	28	1288	213	131	"Alive"
"11"	29	1288.5	197	74	"Alive"
"12"	30	1270.5	194.5	105	"Alive"
"13"	31	1271	196	143	"Alive"
"14"	32	1275.5	192.5	102	"Alive"
"15"	33	1280	193	138	"Alive"
"16"	34	1277.5	196.5	129	"Alive"
"17"	35	1273	213	201	"Dead"
"18"	36	1273	213.5	135	"Alive"
"19"	37	1268	213.5	106	"Dead"
"20"	38	1269.5	217.5	103	"Dead"
"21"	39	1257	206	117	"Alive"
