"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	95	696	225	"Alive"
"2"	11	101	708.5	279	"Alive"
"3"	12	109	698	153	"Alive"
"4"	13	110	706	176	"Alive"
"5"	14	104	716.5	158	"Alive"
"6"	15	102	719.5	165	"Alive"
"7"	16	88.5	709.5	158	"Alive"
"8"	17	90.5	705	111	"Alive"
"9"	18	90	716.5	125	"Alive"
"10"	19	86.5	717	140	"Alive"
"11"	20	88	722	203	"Alive"
"12"	21	99.5	729.5	111	"Alive"
"13"	22	93.5	734	70	"Alive"
"14"	23	106	732	125	"Alive"
"15"	24	102	729.5	118	"Alive"
"16"	25	85.5	727	101	"Alive"
"17"	26	88.5	722.5	172	"Alive"
"18"	27	97.5	711	368	"Alive"
"19"	28	95.5	696	127	"Dead"
"20"	29	92.5	710	223	"Alive"
"21"	30	91.5	706	86	"Dead"
"22"	31	78.5	707.5	109	"Alive"
"23"	32	88.5	704	181	"Alive"
"24"	33	87.5	703	204	"Alive"
"25"	34	89.5	691.5	403	"Dead"
"26"	35	89	700.5	91	"Dead"
"27"	36	89.5	705	91	"Alive"
"28"	37	97	697	127	"Alive"
"29"	38	93.5	708	167	"Alive"
"30"	39	94.5	706.5	157	"Alive"
