"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	429.5	680	178	"Alive"
"2"	23	438	674	142	"Alive"
"3"	24	435.5	670.5	158	"Alive"
"4"	25	430	662	102	"Alive"
"5"	26	440	661.5	99	"Alive"
"6"	27	441	665	111	"Alive"
"7"	28	437.5	663.5	142	"Alive"
"8"	29	443.5	662.5	125	"Alive"
"9"	30	429.5	673.5	105	"Alive"
"10"	31	431.5	674.5	97	"Alive"
"11"	32	428	692	104	"Alive"
"12"	33	433	684	106	"Alive"
"13"	34	436.5	686	101	"Alive"
"14"	35	440	687	107	"Alive"
"15"	36	429	698	89	"Alive"
"16"	37	426.5	691	80	"Alive"
"17"	38	421.5	690.5	105	"Alive"
"18"	39	409	692	81	"Alive"
