"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1060	701.5	139	"Alive"
"2"	20	1067	694	167	"Alive"
"3"	21	1065.5	693.5	135	"Alive"
"4"	22	1069.5	676.5	105	"Alive"
"5"	23	1074.5	660.5	155	"Alive"
"6"	24	1065.5	667	123	"Alive"
"7"	25	1056	659.5	219	"Alive"
"8"	26	1045.5	670	317	"Alive"
"9"	27	1034.5	671.5	143	"Alive"
"10"	28	1023	664.5	104	"Alive"
"11"	29	1021.5	662.5	139	"Alive"
"12"	30	1031.5	656.5	131	"Alive"
"13"	31	1026.5	656	141	"Alive"
"14"	32	1030.5	647	181	"Alive"
"15"	33	1032.5	653	117	"Alive"
"16"	34	1029	656	308	"Alive"
"17"	35	1027	659.5	268	"Alive"
"18"	36	1017	662	250	"Alive"
"19"	37	1017	663	174	"Alive"
"20"	38	1015	665	117	"Alive"
"21"	39	1015.5	665	116	"Alive"
