"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	187.5	217.5	96	"Alive"
"2"	20	172	219.5	112	"Alive"
"3"	21	188.5	210.5	109	"Alive"
"4"	22	205.5	218	226	"Alive"
"5"	23	212	232.5	85	"Alive"
"6"	24	215	230.5	92	"Alive"
"7"	25	212	227	96	"Alive"
"8"	26	211	226	121	"Alive"
"9"	27	215	223	104	"Alive"
"10"	28	229	226.5	112	"Alive"
"11"	29	225	225.5	124	"Alive"
"12"	30	221	224.5	124	"Alive"
"13"	31	213	217	104	"Alive"
"14"	32	209.5	218.5	146	"Alive"
"15"	33	216	222	238	"Alive"
"16"	34	223.5	221.5	344	"Alive"
"17"	35	227.5	212	104	"Alive"
"18"	36	228	207	202	"Alive"
"19"	37	230	211.5	158	"Alive"
"20"	38	236	211.5	206	"Alive"
"21"	39	231.5	209.5	115	"Alive"
