"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	436	734	134	"Alive"
"2"	26	423.5	736	111	"Alive"
"3"	27	424.5	730.5	144	"Alive"
"4"	28	427.5	728	110	"Alive"
"5"	29	433.5	726	124	"Alive"
"6"	30	439	731	140	"Alive"
"7"	31	441	735.5	123	"Alive"
"8"	32	442	734.5	133	"Alive"
"9"	33	439.5	728	140	"Alive"
"10"	34	437	722.5	213	"Alive"
"11"	35	437	724.5	138	"Alive"
"12"	36	436	724.5	139	"Alive"
"13"	37	436	722.5	141	"Alive"
"14"	38	437.5	723	140	"Alive"
"15"	39	437	723	139	"Alive"
