"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	1149.5	763.5	171	"Alive"
"2"	14	1154	764.5	309	"Alive"
"3"	15	1145	767.5	144	"Alive"
"4"	16	1132	751	164	"Alive"
"5"	17	1135	743.5	152	"Alive"
"6"	18	1136.5	737.5	157	"Alive"
"7"	19	1148	742	182	"Alive"
"8"	20	1160.5	733.5	106	"Alive"
"9"	21	1143	755	79	"Alive"
"10"	22	1142	748	94	"Alive"
"11"	23	1138.5	744	148	"Alive"
"12"	24	1139.5	739	171	"Alive"
"13"	25	1127.5	725	87	"Alive"
"14"	26	1116.5	719.5	115	"Alive"
"15"	27	1111	725.5	134	"Alive"
"16"	28	1106.5	726.5	170	"Alive"
"17"	29	1106	725	169	"Alive"
"18"	30	1106	722.5	257	"Alive"
"19"	31	1103	721	165	"Alive"
"20"	32	1105.5	724.5	91	"Alive"
"21"	33	1106.5	709	105	"Alive"
"22"	34	1110.5	697	79	"Alive"
"23"	35	1125	694	92	"Alive"
"24"	36	1125.5	692	71	"Alive"
"25"	37	1138	689	92	"Alive"
"26"	38	1141	685	93	"Alive"
"27"	39	1143.5	685	83	"Alive"
