"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	781.5	1035.5	130	"Alive"
"2"	19	768.5	1027.5	116	"Alive"
"3"	20	777	1019	61	"Alive"
"4"	21	760	1046	88	"Alive"
"5"	22	787.5	1037	134	"Transitional"
"6"	23	798.5	1042	118	"Alive"
"7"	24	802	1025	103	"Alive"
"8"	25	798.5	1027	85	"Alive"
"9"	26	785	1025.5	150	"Alive"
"10"	27	786.5	1019	204	"Alive"
"11"	28	791	1023.5	100	"Alive"
"12"	29	795.5	1022	220	"Alive"
"13"	30	796	1021.5	106	"Alive"
"14"	31	804.5	1018	156	"Alive"
"15"	32	797	1010.5	160	"Alive"
"16"	33	799	1013.5	107	"Alive"
"17"	34	799	1017.5	134	"Alive"
"18"	35	797.5	1021	154	"Alive"
"19"	36	800.5	1024.5	362	"Dead"
"20"	37	801	1020	232	"Alive"
"21"	38	799	1021	156	"Alive"
"22"	39	802.5	1019.5	144	"Dead"
