"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1119.5	22.5	193	"Alive"
"2"	16	1091.5	26	178	"Alive"
"3"	17	1098	43	160	"Alive"
"4"	18	1078	55	112	"Alive"
"5"	19	1087.5	58.5	128	"Alive"
"6"	20	1100	49	116	"Alive"
"7"	21	1110.5	49.5	150	"Alive"
"8"	22	1115.5	48	171	"Alive"
"9"	23	1114.5	47.5	111	"Alive"
"10"	24	1115	47	161	"Alive"
"11"	25	1135.5	50	105	"Alive"
"12"	26	1117.5	64	105	"Alive"
"13"	27	1119.5	62.5	92	"Alive"
"14"	28	1124.5	64.5	121	"Alive"
"15"	29	1136.5	76	161	"Alive"
"16"	30	1136	71.5	193	"Alive"
"17"	31	1144	73.5	95	"Alive"
"18"	32	1137.5	74.5	198	"Alive"
"19"	33	1150.5	69.5	92	"Alive"
"20"	34	1154	69.5	100	"Alive"
"21"	35	1149	71.5	101	"Alive"
"22"	36	1146.5	70	101	"Alive"
"23"	37	1145.5	70	102	"Alive"
"24"	38	1156	76.5	100	"Alive"
"25"	39	1152	80.5	166	"Alive"
