"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1243.5	119.5	114	"Alive"
"2"	20	1225.5	107.5	129	"Alive"
"3"	21	1221.5	108.5	146	"Alive"
"4"	22	1227	107	133	"Alive"
"5"	23	1229.5	111.5	174	"Alive"
"6"	24	1228.5	122	198	"Alive"
"7"	25	1231.5	128	154	"Alive"
"8"	26	1238	108	91	"Alive"
"9"	27	1243	115	83	"Alive"
"10"	28	1224	117	74	"Alive"
"11"	29	1238	119	90	"Alive"
"12"	30	1238	107	91	"Alive"
"13"	31	1235.5	103	95	"Alive"
"14"	32	1241	102.5	133	"Alive"
"15"	33	1241.5	101	103	"Alive"
"16"	34	1243	101.5	116	"Alive"
"17"	35	1242.5	102.5	126	"Alive"
"18"	36	1245.5	106	105	"Alive"
"19"	37	1247	104.5	86	"Alive"
"20"	38	1244	105.5	103	"Alive"
"21"	39	1244.5	97.5	110	"Alive"
