"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	371	959.5	166	"Alive"
"2"	6	371	951	179	"Alive"
"3"	7	385.5	951.5	207	"Alive"
"4"	8	379.5	954	137	"Alive"
"5"	9	388	978	177	"Alive"
"6"	10	386.5	974	185	"Alive"
"7"	11	395	964	210	"Alive"
"8"	12	387	965.5	227	"Alive"
"9"	13	397	954.5	159	"Alive"
"10"	14	413	963	138	"Alive"
"11"	15	421	957.5	187	"Alive"
"12"	16	423.5	962	219	"Alive"
"13"	17	432	951.5	194	"Alive"
"14"	18	416	944.5	185	"Alive"
"15"	19	421	948.5	195	"Alive"
"16"	20	418.5	958	195	"Alive"
"17"	21	423.5	950.5	109	"Alive"
"18"	22	417.5	949.5	177	"Alive"
