"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	576	10	135	"Alive"
"2"	20	582	9	153	"Alive"
"3"	21	606.5	10.5	130	"Alive"
"4"	22	585	25.5	90	"Alive"
"5"	23	584.5	30.5	117	"Alive"
"6"	24	578	23	99	"Alive"
"7"	25	579.5	36	142	"Alive"
"8"	26	583.5	39	88	"Alive"
"9"	27	585.5	32.5	97	"Alive"
"10"	28	589	32.5	93	"Alive"
"11"	29	593.5	38.5	92	"Alive"
"12"	30	607	34	91	"Alive"
"13"	31	608	35.5	103	"Alive"
"14"	32	606.5	36	95	"Alive"
"15"	33	604	25.5	135	"Alive"
"16"	34	605.5	41.5	125	"Alive"
"17"	35	604.5	33	224	"Alive"
"18"	36	604	37	112	"Alive"
"19"	37	603	38	124	"Alive"
"20"	38	603	41	151	"Alive"
"21"	39	601	46	117	"Alive"
