"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	373	634	124	"Alive"
"2"	23	370.5	636	87	"Alive"
"3"	24	378	640.5	182	"Alive"
"4"	25	376.5	632.5	120	"Alive"
"5"	26	368	632	129	"Alive"
"6"	27	357	629.5	612	"Alive"
"7"	28	350	614.5	84	"Dead"
"8"	29	359.5	611.5	157	"Alive"
"9"	30	361	609.5	157	"Alive"
"10"	31	352.5	607	156	"Alive"
"11"	32	354.5	609.5	210	"Alive"
"12"	33	362	609	138	"Alive"
"13"	34	354.5	612.5	229	"Alive"
"14"	35	344.5	608	112	"Alive"
"15"	36	345.5	612.5	75	"Alive"
"16"	37	340.5	609	108	"Alive"
"17"	38	332	602.5	84	"Alive"
"18"	39	332.5	607	88	"Alive"
