"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	1421.5	351	105	"Alive"
"2"	24	1424	360	142	"Alive"
"3"	25	1410	357	126	"Alive"
"4"	26	1408.5	354.5	88	"Alive"
"5"	27	1408.5	353	218	"Alive"
"6"	28	1396	359.5	93	"Alive"
"7"	29	1390	368	111	"Alive"
"8"	30	1388.5	369.5	120	"Alive"
"9"	31	1387.5	365	109	"Alive"
"10"	32	1384	366	89	"Alive"
"11"	33	1399	374	84	"Alive"
"12"	34	1406	379	71	"Alive"
"13"	35	1414	372	106	"Alive"
"14"	36	1400	362.5	73	"Alive"
"15"	37	1394.5	372	92	"Alive"
"16"	38	1396	369.5	119	"Alive"
"17"	39	1402.5	361	115	"Alive"
