"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	898	821	95	"Alive"
"2"	19	892.5	809.5	152	"Alive"
"3"	20	891.5	806.5	158	"Alive"
"4"	21	896.5	816	135	"Alive"
"5"	22	894	816	117	"Alive"
"6"	23	899	820	124	"Alive"
"7"	24	899.5	817.5	179	"Alive"
"8"	25	914	808	178	"Alive"
"9"	26	904	812	196	"Alive"
"10"	27	905.5	811.5	174	"Alive"
"11"	28	901	814	151	"Alive"
"12"	29	898	816	172	"Alive"
"13"	30	898	815.5	165	"Alive"
"14"	31	895.5	810.5	180	"Alive"
"15"	32	894	815.5	188	"Alive"
"16"	33	902	811	123	"Alive"
"17"	34	897.5	813	180	"Alive"
"18"	35	899	809	120	"Alive"
"19"	36	898	803	138	"Alive"
"20"	37	903	801.5	109	"Alive"
"21"	38	899.5	798	105	"Alive"
"22"	39	902	798.5	108	"Alive"
