"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	636	686	205	"Alive"
"2"	19	637.5	678.5	122	"Alive"
"3"	20	637.5	687.5	156	"Alive"
"4"	21	631	699	90	"Alive"
"5"	22	637.5	710	109	"Alive"
"6"	23	640	705.5	133	"Alive"
"7"	24	641.5	710.5	136	"Alive"
"8"	25	635.5	714.5	97	"Alive"
"9"	26	631.5	717	220	"Alive"
"10"	27	646	707.5	109	"Alive"
"11"	28	642	706.5	305	"Alive"
"12"	29	642	701	230	"Alive"
"13"	30	640.5	699	316	"Alive"
"14"	31	638.5	699	369	"Dead"
"15"	32	633.5	706.5	166	"Alive"
"16"	33	638.5	696	309	"Dead"
"17"	34	650	690.5	98	"Alive"
"18"	35	645	707	131	"Alive"
"19"	36	642.5	704.5	229	"Alive"
"20"	37	633	702.5	101	"Alive"
"21"	38	639	697	431	"Alive"
"22"	39	634.5	696.5	298	"Alive"
