"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	1113.5	223.5	212	"Alive"
"2"	26	1111.5	235	133	"Alive"
"3"	27	1123	234	152	"Alive"
"4"	28	1111.5	240	186	"Alive"
"5"	29	1117.5	220.5	116	"Alive"
"6"	30	1119.5	221.5	98	"Alive"
"7"	31	1113.5	223	94	"Alive"
"8"	32	1113.5	240.5	149	"Alive"
"9"	33	1118	238.5	168	"Alive"
"10"	34	1121	241.5	147	"Alive"
"11"	35	1123	222	94	"Alive"
"12"	36	1123.5	217.5	108	"Alive"
"13"	37	1123	218.5	88	"Alive"
"14"	38	1120.5	214	86	"Alive"
"15"	39	1118.5	213	88	"Alive"
