"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	258.5	702	147	"Alive"
"2"	14	271	698	122	"Alive"
"3"	15	263	708	152	"Alive"
"4"	16	274.5	720.5	126	"Alive"
"5"	17	278.5	738.5	156	"Alive"
"6"	18	273	754.5	121	"Alive"
"7"	19	291.5	757	131	"Alive"
"8"	20	293.5	758.5	96	"Alive"
"9"	21	298	758.5	110	"Alive"
"10"	22	299	765.5	88	"Alive"
"11"	23	306	771	162	"Alive"
"12"	24	315.5	764.5	103	"Dead"
"13"	25	309	764	89	"Alive"
"14"	26	312.5	762	155	"Alive"
"15"	27	317.5	763	131	"Dead"
"16"	28	317.5	764.5	158	"Alive"
"17"	29	313.5	747.5	113	"Alive"
"18"	30	295	743	197	"Dead"
"19"	31	303	750.5	591	"Dead"
"20"	32	313	752.5	193	"Dead"
"21"	33	322	748	76	"Alive"
"22"	34	323	754	97	"Dead"
"23"	35	321.5	754	118	"Dead"
"24"	36	338.5	754	199	"Dead"
"25"	37	341.5	761	115	"Dead"
"26"	38	335.5	770.5	92	"Alive"
"27"	39	335	768	94	"Alive"
