"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	587.5	125	95	"Alive"
"2"	21	589	128	126	"Alive"
"3"	22	583	136.5	111	"Alive"
"4"	23	585.5	145.5	107	"Alive"
"5"	24	587.5	143.5	90	"Alive"
"6"	25	590.5	137.5	167	"Alive"
"7"	26	586.5	131.5	218	"Alive"
"8"	27	580	122.5	132	"Alive"
"9"	28	583	130	123	"Alive"
"10"	29	577.5	128.5	205	"Dead"
"11"	30	570	144.5	99	"Alive"
"12"	31	559.5	145	175	"Alive"
"13"	32	566.5	161	112	"Alive"
"14"	33	565	162.5	122	"Alive"
"15"	34	568.5	151	111	"Alive"
"16"	35	564.5	150	90	"Alive"
"17"	36	568	161.5	185	"Dead"
"18"	37	563	172	159	"Dead"
"19"	38	565.5	174	152	"Alive"
"20"	39	563	171	98	"Dead"
