direction	metric	cancer_type	group	pvalue
high_ploidy_sensitive	Z_SCORE	ALL	Apoptosis regulation	0.58
high_ploidy_sensitive	Z_SCORE	ALL	Protein stability and degradation	0.1
high_ploidy_sensitive	Z_SCORE	ALL	Metabolism	0.686666666666667
high_ploidy_sensitive	Z_SCORE	ALL	Hormone related	0.25
high_ploidy_sensitive	Z_SCORE	ALL	p53 pathway	0.186666666666667
high_ploidy_sensitive	Z_SCORE	ALL	Other reviewed	0.856666666666667
high_ploidy_sensitive	Z_SCORE	MM	Signaling	0.963333333333333
high_ploidy_sensitive	Z_SCORE	MM	Epigenetics and transcription	0.14
high_ploidy_sensitive	Z_SCORE	MM	Genome integrity and DNA damage	1
high_ploidy_sensitive	Z_SCORE	MM	Cell cycle and mitosis	0
high_ploidy_sensitive	Z_SCORE	MM	Apoptosis regulation	0.57
high_ploidy_sensitive	Z_SCORE	MM	Protein stability and degradation	0.903333333333333
high_ploidy_sensitive	Z_SCORE	MM	Metabolism	0.11
high_ploidy_sensitive	Z_SCORE	MM	Hormone related	0.643333333333333
high_ploidy_sensitive	Z_SCORE	MM	p53 pathway	0.54
high_ploidy_sensitive	Z_SCORE	MM	Other reviewed	0.09
high_ploidy_sensitive	Z_SCORE	PAAD	Signaling	0.93
high_ploidy_sensitive	Z_SCORE	PAAD	Epigenetics and transcription	0.816666666666667
high_ploidy_sensitive	Z_SCORE	PAAD	Genome integrity and DNA damage	0.09
high_ploidy_sensitive	Z_SCORE	PAAD	Cell cycle and mitosis	0.79
high_ploidy_sensitive	Z_SCORE	PAAD	Apoptosis regulation	0.4
high_ploidy_sensitive	Z_SCORE	PAAD	Protein stability and degradation	0.49
high_ploidy_sensitive	Z_SCORE	PAAD	Metabolism	0.00666666666666667
high_ploidy_sensitive	Z_SCORE	PAAD	Hormone related	0.413333333333333
high_ploidy_sensitive	Z_SCORE	PAAD	p53 pathway	0.393333333333333
high_ploidy_sensitive	Z_SCORE	PAAD	Other reviewed	0.65
high_ploidy_sensitive	Z_SCORE	BRCA	Signaling	0
high_ploidy_sensitive	Z_SCORE	BRCA	Epigenetics and transcription	0.243333333333333
high_ploidy_sensitive	Z_SCORE	BRCA	Genome integrity and DNA damage	0.83
high_ploidy_sensitive	Z_SCORE	BRCA	Cell cycle and mitosis	0.976666666666667
high_ploidy_sensitive	Z_SCORE	BRCA	Apoptosis regulation	1
high_ploidy_sensitive	Z_SCORE	BRCA	Protein stability and degradation	0.133333333333333
high_ploidy_sensitive	Z_SCORE	BRCA	Metabolism	0.536666666666667
high_ploidy_sensitive	Z_SCORE	BRCA	Hormone related	0.843333333333333
high_ploidy_sensitive	Z_SCORE	BRCA	p53 pathway	0.843333333333333
high_ploidy_sensitive	Z_SCORE	BRCA	Other reviewed	0.463333333333333
high_ploidy_sensitive	Z_SCORE	HNSC	Signaling	0
high_ploidy_sensitive	Z_SCORE	HNSC	Epigenetics and transcription	0.57
high_ploidy_sensitive	Z_SCORE	HNSC	Genome integrity and DNA damage	0.936666666666667
high_ploidy_sensitive	Z_SCORE	HNSC	Cell cycle and mitosis	0.953333333333333
high_ploidy_sensitive	Z_SCORE	HNSC	Apoptosis regulation	0.753333333333333
high_ploidy_sensitive	Z_SCORE	HNSC	Protein stability and degradation	0.0233333333333333
high_ploidy_sensitive	Z_SCORE	HNSC	Metabolism	0.506666666666667
high_ploidy_sensitive	Z_SCORE	HNSC	Hormone related	0.276666666666667
high_ploidy_sensitive	Z_SCORE	HNSC	p53 pathway	0.253333333333333
high_ploidy_sensitive	Z_SCORE	HNSC	Other reviewed	0.97
high_ploidy_sensitive	Z_SCORE	NB	Signaling	0.81
high_ploidy_sensitive	Z_SCORE	NB	Epigenetics and transcription	1
high_ploidy_sensitive	Z_SCORE	NB	Genome integrity and DNA damage	0.19
high_ploidy_sensitive	Z_SCORE	NB	Cell cycle and mitosis	0.673333333333333
high_ploidy_sensitive	Z_SCORE	NB	Apoptosis regulation	0.746666666666667
high_ploidy_sensitive	Z_SCORE	NB	Protein stability and degradation	0.653333333333333
high_ploidy_sensitive	Z_SCORE	NB	Metabolism	0.07
high_ploidy_sensitive	Z_SCORE	NB	Hormone related	0.0933333333333333
high_ploidy_sensitive	Z_SCORE	NB	p53 pathway	0.706666666666667
high_ploidy_sensitive	Z_SCORE	NB	Other reviewed	1
high_ploidy_sensitive	Z_SCORE	COREAD	Signaling	0
high_ploidy_sensitive	Z_SCORE	COREAD	Epigenetics and transcription	0.993333333333333
high_ploidy_sensitive	Z_SCORE	COREAD	Genome integrity and DNA damage	0.99
high_ploidy_sensitive	Z_SCORE	COREAD	Cell cycle and mitosis	0.23
high_ploidy_sensitive	Z_SCORE	COREAD	Apoptosis regulation	0.21
high_ploidy_sensitive	Z_SCORE	COREAD	Protein stability and degradation	0.676666666666667
high_ploidy_sensitive	Z_SCORE	COREAD	Metabolism	0.78
high_ploidy_sensitive	Z_SCORE	COREAD	Hormone related	0.0766666666666667
high_ploidy_sensitive	Z_SCORE	COREAD	p53 pathway	0.953333333333333
high_ploidy_sensitive	Z_SCORE	COREAD	Other reviewed	0.656666666666667
high_ploidy_sensitive	Z_SCORE	LIHC	Signaling	0.723333333333333
high_ploidy_sensitive	Z_SCORE	LIHC	Epigenetics and transcription	0.0133333333333333
high_ploidy_sensitive	Z_SCORE	LIHC	Genome integrity and DNA damage	0.406666666666667
high_ploidy_sensitive	Z_SCORE	LIHC	Cell cycle and mitosis	0.143333333333333
high_ploidy_sensitive	Z_SCORE	LIHC	Apoptosis regulation	0.0633333333333333
high_ploidy_sensitive	Z_SCORE	LIHC	Protein stability and degradation	0.626666666666667
high_ploidy_sensitive	Z_SCORE	LIHC	Metabolism	0.92
high_ploidy_sensitive	Z_SCORE	LIHC	Hormone related	0.5
high_ploidy_sensitive	Z_SCORE	LIHC	p53 pathway	0.0333333333333333
high_ploidy_sensitive	Z_SCORE	LIHC	Other reviewed	0.91
high_ploidy_sensitive	Z_SCORE	LAML	Signaling	0.94
high_ploidy_sensitive	Z_SCORE	LAML	Epigenetics and transcription	0.576666666666667
high_ploidy_sensitive	Z_SCORE	LAML	Genome integrity and DNA damage	0.0566666666666667
high_ploidy_sensitive	Z_SCORE	LAML	Cell cycle and mitosis	0.0933333333333333
high_ploidy_sensitive	Z_SCORE	LAML	Apoptosis regulation	0.56
high_ploidy_sensitive	Z_SCORE	LAML	Protein stability and degradation	0.09
high_ploidy_sensitive	Z_SCORE	LAML	Metabolism	0.236666666666667
high_ploidy_sensitive	Z_SCORE	LAML	Hormone related	0.953333333333333
high_ploidy_sensitive	Z_SCORE	LAML	p53 pathway	0.35
high_ploidy_sensitive	Z_SCORE	LAML	Other reviewed	0.0433333333333333
high_ploidy_sensitive	Z_SCORE	SCLC	Signaling	0.996666666666667
high_ploidy_sensitive	Z_SCORE	SCLC	Epigenetics and transcription	0.433333333333333
high_ploidy_sensitive	Z_SCORE	SCLC	Genome integrity and DNA damage	0
high_ploidy_sensitive	Z_SCORE	SCLC	Cell cycle and mitosis	0.67
high_ploidy_sensitive	Z_SCORE	SCLC	Apoptosis regulation	0.316666666666667
high_ploidy_sensitive	Z_SCORE	SCLC	Protein stability and degradation	0.71
high_ploidy_sensitive	Z_SCORE	SCLC	Metabolism	0.13
high_ploidy_sensitive	Z_SCORE	SCLC	Hormone related	0.943333333333333
high_ploidy_sensitive	Z_SCORE	SCLC	p53 pathway	0.89
high_ploidy_sensitive	Z_SCORE	SCLC	Other reviewed	0.253333333333333
high_ploidy_sensitive	Z_SCORE	ESCA	Signaling	0.643333333333333
high_ploidy_sensitive	Z_SCORE	ESCA	Epigenetics and transcription	0.833333333333333
high_ploidy_sensitive	Z_SCORE	ESCA	Genome integrity and DNA damage	0.0866666666666667
high_ploidy_sensitive	Z_SCORE	ESCA	Cell cycle and mitosis	0.846666666666667
high_ploidy_sensitive	Z_SCORE	ESCA	Apoptosis regulation	0.923333333333333
high_ploidy_sensitive	Z_SCORE	ESCA	Protein stability and degradation	0.833333333333333
high_ploidy_sensitive	Z_SCORE	ESCA	Metabolism	0.573333333333333
high_ploidy_sensitive	Z_SCORE	ESCA	Hormone related	0.0266666666666667
high_ploidy_sensitive	Z_SCORE	ESCA	p53 pathway	0.39
high_ploidy_sensitive	Z_SCORE	ESCA	Other reviewed	0.253333333333333
high_ploidy_sensitive	Z_SCORE	OV	Signaling	0.00333333333333333
high_ploidy_sensitive	Z_SCORE	OV	Epigenetics and transcription	0.81
high_ploidy_sensitive	Z_SCORE	OV	Genome integrity and DNA damage	0.266666666666667
high_ploidy_sensitive	Z_SCORE	OV	Cell cycle and mitosis	0.776666666666667
high_ploidy_sensitive	Z_SCORE	OV	Apoptosis regulation	0.763333333333333
high_ploidy_sensitive	Z_SCORE	OV	Protein stability and degradation	0.196666666666667
high_ploidy_sensitive	Z_SCORE	OV	Metabolism	0.623333333333333
high_ploidy_sensitive	Z_SCORE	OV	Hormone related	0.483333333333333
high_ploidy_sensitive	Z_SCORE	OV	p53 pathway	0.206666666666667
high_ploidy_sensitive	Z_SCORE	OV	Other reviewed	1
high_ploidy_sensitive	Z_SCORE	LUSC	Signaling	0.08
high_ploidy_sensitive	Z_SCORE	LUSC	Epigenetics and transcription	0.776666666666667
high_ploidy_sensitive	Z_SCORE	LUSC	Genome integrity and DNA damage	0.0133333333333333
high_ploidy_sensitive	Z_SCORE	LUSC	Cell cycle and mitosis	0.05
high_ploidy_sensitive	Z_SCORE	LUSC	Apoptosis regulation	0.64
high_ploidy_sensitive	Z_SCORE	LUSC	Protein stability and degradation	0.276666666666667
high_ploidy_sensitive	Z_SCORE	LUSC	Metabolism	0.883333333333333
high_ploidy_sensitive	Z_SCORE	LUSC	Hormone related	0.81
high_ploidy_sensitive	Z_SCORE	LUSC	p53 pathway	0.193333333333333
high_ploidy_sensitive	Z_SCORE	LUSC	Other reviewed	0.05
high_ploidy_sensitive	Z_SCORE	LGG	Signaling	0.513333333333333
high_ploidy_sensitive	Z_SCORE	LGG	Epigenetics and transcription	0.0133333333333333
high_ploidy_sensitive	Z_SCORE	LGG	Genome integrity and DNA damage	0.0266666666666667
high_ploidy_sensitive	Z_SCORE	LGG	Cell cycle and mitosis	0.89
high_ploidy_sensitive	Z_SCORE	LGG	Apoptosis regulation	0.52
high_ploidy_sensitive	Z_SCORE	LGG	Protein stability and degradation	0.8
high_ploidy_sensitive	Z_SCORE	LGG	Metabolism	0.63
high_ploidy_sensitive	Z_SCORE	LGG	Hormone related	0.0833333333333333
high_ploidy_sensitive	Z_SCORE	LGG	p53 pathway	0.436666666666667
high_ploidy_sensitive	Z_SCORE	LGG	Other reviewed	1
