cancer_type	direction	metric	drug	correlation_value	group	category_id
KIRC	low_ploidy_sensitive	Z_SCORE	PRT062607	-0.368749367479368	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	BMS-754807	-0.366526832801399	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	GSK2830371	-0.365458736546005	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	OXALIPLATIN	-0.357923565258682	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	GSK2578215A	-0.356777665865133	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	MK-2206	-0.350716119606203	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	CZC24832	-0.350246459112142	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	TASELISIB	-0.350006856687011	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	EHT-1864	-0.349729576647494	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	TOPOTECAN	-0.34645485494616	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	GNE-317	-0.346264420823471	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	OLAPARIB	-0.342610670363618	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	AZD5991	-0.342276360438504	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	MN-64	-0.342181089793076	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	PICTILISIB	-0.340784642859801	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	AZD2014	-0.339575391154252	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	DIHYDROROTENONE	-0.337435366640974	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	AZ960	-0.33741685118773	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	AZD8055	-0.334100258792043	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	BDOCA000347A	-0.33323700415689	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	IRINOTECAN	-0.33236677747345	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	GSK2276186C	-0.330193348812263	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	CAMPTOTHECIN	-0.328702105624651	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	VELIPARIB	-0.328009295838406	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	LESTAURTINIB	-0.325644273827363	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	LY2109761	-0.324421624109841	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	XAV939	-0.322085341250403	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	ALISERTIB	-0.318133622583757	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	WIKI4	-0.318079206090287	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	LENALIDOMIDE	-0.31459369070671	Protein stability and degradation	PROTEIN_DEGRADATION
KIRC	low_ploidy_sensitive	Z_SCORE	LCL161	-0.314586328170798	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	TALAZOPARIB	-0.313459462341175	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	CISPLATIN	-0.311992875343412	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	MITOXANTRONE	-0.309382237590412	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	VORINOSTAT	-0.30735497869541	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	743380	-0.306907066401626	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	WNT-C59	-0.304844635048199	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	ALPELISIB	-0.301857457573055	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	MIRA-1	-0.299737543584231	p53 pathway	P53_PATHWAY
KIRC	low_ploidy_sensitive	Z_SCORE	FULVESTRANT	-0.298708930758144	Hormone related	HORMONE_RELATED
KIRC	low_ploidy_sensitive	Z_SCORE	AT13148	-0.294129828160645	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	DORAMAPIMOD	-0.29378371003888	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	GEMCITABINE	-0.290491167608698	Metabolism	METABOLISM
KIRC	low_ploidy_sensitive	Z_SCORE	NELARABINE	-0.289397645878715	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	MYCOPHENOLIC ACID	-0.287781284411674	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	PICOLINICI-ACID	-0.286914736387862	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	CDK9_5038	-0.286225717358266	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	CEDIRANIB	-0.28536901938812	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	741909	-0.2838971313074	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	SERDEMETAN	-0.282792599405396	p53 pathway	P53_PATHWAY
KIRC	low_ploidy_sensitive	Z_SCORE	RIBOCICLIB	-0.282388384791906	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	BMS-536924	-0.27918521627172	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	GSK3337463A	-0.279081127292865	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	PCI-34051	-0.276455201814607	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	ICL-SIRT078	-0.272407072987757	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	GSK2830371A	-0.270796960604767	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	AZD5438	-0.270756720910986	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	AZD6738	-0.270411910779977	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	CCT007093	-0.269671710523627	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	PAK_5339	-0.268564185734766	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	PFI3	-0.266966189349954	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	KRAS (G12C) INHIBITOR-12	-0.26127094576084	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	BORTEZOMIB	-0.257695798668889	Protein stability and degradation	PROTEIN_DEGRADATION
KIRC	low_ploidy_sensitive	Z_SCORE	776928	-0.2575927942747	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	OSI-027	-0.255432023263863	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	CDK9_5576	-0.254917342342793	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	BDF00022089A	-0.252961159218012	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	THR-102	-0.25262372794372	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	NU7441	-0.248905799740195	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	SCHWEINFURTHIN A	-0.247321125416254	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	RUXOLITINIB	-0.247050565637925	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	615590	-0.246543681747592	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	CYCLOPHOSPHAMIDE	-0.244731487616486	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	IWP-2	-0.243356319462046	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	LJI308	-0.242968028905682	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	GSK591	-0.242265582280824	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	MIRIN	-0.238085964149509	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	TAMOXIFEN	-0.232766757764684	Hormone related	HORMONE_RELATED
KIRC	low_ploidy_sensitive	Z_SCORE	VE821	-0.231294142935137	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	SEPANTRONIUM BROMIDE	-0.229565942658736	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	L-OXONORELEAGNINE	-0.225645661492622	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	RO-3306	-0.22529150822623	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	GALLIBISCOQUINAZOLE	-0.223931358939948	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	SCH772984	-0.210650068657273	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	A-366	-0.208479967084682	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	PODOPHYLLOTOXIN BROMIDE	-0.204954675438528	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	BLEOMYCIN (50 UM)	-0.203950040043343	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	AZD7762	-0.198905540651023	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	PBD-288	-0.194891387359373	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	RUCAPARIB	-0.19197191231422	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	VISMODEGIB	-0.18950770756362	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	BI-2536	-0.187100946211108	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	765771	-0.186005563346	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	LGK974	-0.185947996702547	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	DACTINOMYCIN	-0.185650456839611	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	ERK_6604	-0.182503887175195	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	THR-103	-0.171927545590888	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	NVP-ADW742	-0.170293150042939	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	STAUROSPORINE	-0.168255353977398	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	PRIMA-1MET	-0.166294924999554	p53 pathway	P53_PATHWAY
KIRC	low_ploidy_sensitive	Z_SCORE	AVAGACESTAT	-0.163239629411158	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	123829	-0.16136530939883	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	SORAFENIB	-0.15667480165954	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	SELUMETINIB	-0.153986445629472	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	GSK2801	-0.149498912521714	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	DABRAFENIB	-0.148167635559804	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	CYTARABINE	-0.142525654973904	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	LINSITINIB	-0.140914951789073	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	OTX015	-0.135179407276633	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	BDP-00009066	-0.130533013662891	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	VE-822	-0.128580560586068	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	IGF1R_3801	-0.120465969674397	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	AGI-5198	-0.119978936640468	Metabolism	METABOLISM
KIRC	low_ploidy_sensitive	Z_SCORE	VTP-B	-0.118250937057874	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	DINACICLIB	-0.11740161660244	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	AGI-6780	-0.116856995328255	Metabolism	METABOLISM
KIRC	low_ploidy_sensitive	Z_SCORE	123138	-0.116785875249986	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	EPZ5676	-0.113261997152728	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	NILOTINIB	-0.109752597652114	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	PLX-4720	-0.107441407221396	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	LAPATINIB	-0.104466039345557	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	MK-8776	-0.100960011009928	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	JAK1_8709	-0.098178461562781	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	AFATINIB	-0.0941343963452761	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	ULIXERTINIB	-0.0892811424302054	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	BDILV000379A	-0.0864852879171685	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	IRAK4_4710	-0.0809670270408925	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	I-BET-762	-0.0806124368751101	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	IBRUTINIB	-0.0796876494536448	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	WEE1 INHIBITOR	-0.0778178206659591	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	5-FLUOROURACIL	-0.0774723959056753	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	MG-132	-0.0733944646821483	Protein stability and degradation	PROTEIN_DEGRADATION
KIRC	low_ploidy_sensitive	Z_SCORE	TENIPOSIDE	-0.0726159133245141	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	FORETINIB	-0.0714972324810174	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	CT7033-2	-0.067494757424772	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	LMP744	-0.061516649936768	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	JAK_8517	-0.0596009444227912	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	YK-4-279	-0.0590662277947594	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	EG5_9814	-0.0589868502544205	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	50869	-0.0571345352718416	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	VINBLASTINE	-0.0555417455998582	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	AGK2	-0.0486757417569832	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	729189	-0.044380158628087	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	HKMTI-1-005	-0.0429348149113904	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	PALBOCICLIB	-0.0425587416880821	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	BROMOSPORINE	-0.0418484690325318	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	CPI-637	-0.031813389820723	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	NIRAPARIB	-0.0289856778997617	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	LEFLUNOMIDE	-0.0247976134192228	Metabolism	METABOLISM
KIRC	low_ploidy_sensitive	Z_SCORE	UNC0379	-0.0182269661565353	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	MK-1775	-0.013802104928507	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	AZD1332	-0.0121722679618682	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	WEHI-539	-0.0120457618094863	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	BLEOMYCIN	-0.0104084494606133	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	SINULARIN	-0.00537136878956691	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	OSIMERTINIB	-0.00325459662341492	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	NUTLIN-3A (-)	-0.00275138059464841	p53 pathway	P53_PATHWAY
KIRC	low_ploidy_sensitive	Z_SCORE	DASATINIB	0.00328354174704196	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	I-BRD9	0.007336731595441	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	PFI-1	0.00981750718755366	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	AZD5153	0.0108882166423678	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	BOSUTINIB	0.0138507591219907	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	N30652-18-1	0.0151052242953552	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	ACETALAX	0.018873852693502	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	METHOTREXATE	0.021890111033951	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	SGC0946	0.0228683532253594	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	TRAMETINIB	0.0393156687855966	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	ERK_2440	0.0393962798696918	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	FLUDARABINE	0.043814984877275	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	JQ1	0.0564629227223581	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	N25720-51-A1	0.0602455146724209	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	OBATOCLAX MESYLATE	0.0695613784883372	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	PD0325901	0.072146711816812	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	630600	0.075108924168815	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	WZ4003	0.0869245255866761	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	VTP-A	0.0892300597631933	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	AZD3759	0.0971228445416132	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	BPD-00008900	0.0989971146307847	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	AMG-319	0.105116677037198	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	SB216763	0.107644659272822	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	N27922-53-1	0.117495658312958	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	PD173074	0.136621357578335	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	GEFITINIB	0.1487089493107	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	POMHEX	0.154771645201651	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	REFAMETINIB	0.159910515165714	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	SAPITINIB	0.160368433592107	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	ERLOTINIB	0.168710690185507	Signaling	SIGNALING
KIRC	low_ploidy_sensitive	Z_SCORE	667880	0.172992828987291	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	ASCORBATE (VITAMIN C)	0.209524512903902	Metabolism	METABOLISM
KIRC	low_ploidy_sensitive	Z_SCORE	ELEPHANTIN	0.216437245931159	Other reviewed	OTHER_REVIEWED
KIRC	low_ploidy_sensitive	Z_SCORE	GLUTATHIONE	0.22233884526713	Metabolism	METABOLISM
KIRC	low_ploidy_sensitive	Z_SCORE	KU-55933	0.241597732897659	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	low_ploidy_sensitive	Z_SCORE	NAVITOCLAX	0.274822626771817	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	ABT737	0.282676446108992	Apoptosis regulation	APOPTOSIS
KIRC	low_ploidy_sensitive	Z_SCORE	SGC-CBP30	0.345015140141638	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	low_ploidy_sensitive	Z_SCORE	BIBR-1532	0.409758098562297	Genome integrity and DNA damage	GENOME_INTEGRITY_DNA_DAMAGE
KIRC	high_ploidy_sensitive	Z_SCORE	ULK1_4989	0.805672236439664	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	ENTINOSTAT	0.737633461598821	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	high_ploidy_sensitive	Z_SCORE	AZD5363	0.726799205457289	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	GSK2256098C	0.668915869278117	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	high_ploidy_sensitive	Z_SCORE	AFURESERTIB	0.656794138953144	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	GSK2110183B	0.646261542625263	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	UMI-77	0.623350644768034	Apoptosis regulation	APOPTOSIS
KIRC	high_ploidy_sensitive	Z_SCORE	OF-1	0.618185853040573	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	high_ploidy_sensitive	Z_SCORE	BEN	0.61667439873933	Other reviewed	OTHER_REVIEWED
KIRC	high_ploidy_sensitive	Z_SCORE	ROMIDEPSIN	0.615163933201393	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	high_ploidy_sensitive	Z_SCORE	MIM1	0.608587427794031	Apoptosis regulation	APOPTOSIS
KIRC	high_ploidy_sensitive	Z_SCORE	TANESPIMYCIN	0.599225901311308	Protein stability and degradation	PROTEIN_DEGRADATION
KIRC	high_ploidy_sensitive	Z_SCORE	TAF1_5496	0.598352065741478	Other reviewed	OTHER_REVIEWED
KIRC	high_ploidy_sensitive	Z_SCORE	VENETOCLAX	0.582222866120882	Apoptosis regulation	APOPTOSIS
KIRC	high_ploidy_sensitive	Z_SCORE	N-ACETYL CYSTEINE	0.580275219317245	Metabolism	METABOLISM
KIRC	high_ploidy_sensitive	Z_SCORE	IPATASERTIB	0.573050789315322	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	ALPHA-LIPOIC ACID	0.56457300908126	Metabolism	METABOLISM
KIRC	high_ploidy_sensitive	Z_SCORE	GW441756	0.559458899760577	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	EPZ004777	0.555039186621853	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
KIRC	high_ploidy_sensitive	Z_SCORE	RAPAMYCIN	0.545442583029824	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	UPROSERTIB	0.540750647433239	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	VINORELBINE	0.533076023463443	Cell cycle and mitosis	CELL_CYCLE_MITOSIS
KIRC	high_ploidy_sensitive	Z_SCORE	ENTOSPLETINIB	0.532254490938847	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	P22077	0.529845070147003	Protein stability and degradation	PROTEIN_DEGRADATION
KIRC	high_ploidy_sensitive	Z_SCORE	SAVOLITINIB	0.528087258274964	Signaling	SIGNALING
KIRC	high_ploidy_sensitive	Z_SCORE	UNC0638	0.515535283115605	Epigenetics and transcription	EPIGENETICS_TRANSCRIPTION
