sample_id	pseudotime_bin	sample_bin_id	cell_count	bin_start	bin_end	bin_midpoint	dose	dose_mg	initial_ploidy	n_cells	mean_pseudotime	retained_for_model	exclusion_reason	library_size
4N-A5-RR	11	4N-A5-RR__bin11	4	0.5	0.55	0.525	0mg/kg	0	4N	137	0.515721272595608	FALSE	cell_count<5	413518
4N-A5-RR	12	4N-A5-RR__bin12	7	0.55	0.6	0.575	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	1091495
4N-A5-RR	13	4N-A5-RR__bin13	10	0.6	0.65	0.625	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	1784358
4N-A5-RR	14	4N-A5-RR__bin14	14	0.65	0.7	0.675	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	2021317
4N-A5-RR	15	4N-A5-RR__bin15	12	0.7	0.75	0.725	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	1881672
4N-A5-RR	16	4N-A5-RR__bin16	8	0.75	0.8	0.775	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	1584741
4N-A5-RR	17	4N-A5-RR__bin17	11	0.8	0.85	0.825	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	2041583
4N-A5-RR	18	4N-A5-RR__bin18	16	0.85	0.9	0.875	0mg/kg	0	4N	137	0.515721272595608	TRUE	NA	2537990
4N-A5-RR	19	4N-A5-RR__bin19	1	0.9	0.95	0.925	0mg/kg	0	4N	137	0.515721272595608	FALSE	cell_count<5	170901
4N-A5-RR	20	4N-A5-RR__bin20	0	0.95	1	0.975	0mg/kg	0	4N	137	0.515721272595608	FALSE	cell_count<5	0
4N-A8-RL	1	4N-A8-RL__bin01	10	0	0.05	0.025	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	1392720
4N-A8-RL	2	4N-A8-RL__bin02	31	0.05	0.1	0.075	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	4313846
4N-A8-RL	3	4N-A8-RL__bin03	24	0.1	0.15	0.125	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	3036162
4N-A8-RL	4	4N-A8-RL__bin04	28	0.15	0.2	0.175	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	2913668
4N-A8-RL	5	4N-A8-RL__bin05	33	0.2	0.25	0.225	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	3407253
4N-A8-RL	6	4N-A8-RL__bin06	11	0.25	0.3	0.275	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	949380
4N-A8-RL	7	4N-A8-RL__bin07	16	0.3	0.35	0.325	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	1378385
4N-A8-RL	8	4N-A8-RL__bin08	20	0.35	0.4	0.375	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	1409101
4N-A8-RL	9	4N-A8-RL__bin09	19	0.4	0.45	0.425	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	897801
4N-A8-RL	10	4N-A8-RL__bin10	14	0.45	0.5	0.475	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	1101938
4N-A8-RL	11	4N-A8-RL__bin11	25	0.5	0.55	0.525	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	2319998
4N-A8-RL	12	4N-A8-RL__bin12	30	0.55	0.6	0.575	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	3191703
4N-A8-RL	13	4N-A8-RL__bin13	16	0.6	0.65	0.625	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	2519073
4N-A8-RL	14	4N-A8-RL__bin14	31	0.65	0.7	0.675	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	3406101
4N-A8-RL	15	4N-A8-RL__bin15	37	0.7	0.75	0.725	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	4839223
4N-A8-RL	16	4N-A8-RL__bin16	42	0.75	0.8	0.775	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	6181511
4N-A8-RL	17	4N-A8-RL__bin17	37	0.8	0.85	0.825	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	4498302
4N-A8-RL	18	4N-A8-RL__bin18	28	0.85	0.9	0.875	120mg/kg	120	4N	456	0.500231902613386	TRUE	NA	2951792
4N-A8-RL	19	4N-A8-RL__bin19	3	0.9	0.95	0.925	120mg/kg	120	4N	456	0.500231902613386	FALSE	cell_count<5	278658
4N-A8-RL	20	4N-A8-RL__bin20	1	0.95	1	0.975	120mg/kg	120	4N	456	0.500231902613386	FALSE	cell_count<5	120376
4N-A8-RR	1	4N-A8-RR__bin01	2	0	0.05	0.025	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	383380
4N-A8-RR	2	4N-A8-RR__bin02	6	0.05	0.1	0.075	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	549427
4N-A8-RR	3	4N-A8-RR__bin03	4	0.1	0.15	0.125	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	160060
4N-A8-RR	4	4N-A8-RR__bin04	6	0.15	0.2	0.175	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	138502
4N-A8-RR	5	4N-A8-RR__bin05	3	0.2	0.25	0.225	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	142569
4N-A8-RR	6	4N-A8-RR__bin06	5	0.25	0.3	0.275	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	107454
4N-A8-RR	7	4N-A8-RR__bin07	3	0.3	0.35	0.325	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	2011
4N-A8-RR	8	4N-A8-RR__bin08	4	0.35	0.4	0.375	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	21015
4N-A8-RR	9	4N-A8-RR__bin09	5	0.4	0.45	0.425	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	153561
4N-A8-RR	10	4N-A8-RR__bin10	5	0.45	0.5	0.475	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	164419
4N-A8-RR	11	4N-A8-RR__bin11	6	0.5	0.55	0.525	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	353007
4N-A8-RR	12	4N-A8-RR__bin12	8	0.55	0.6	0.575	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	641568
4N-A8-RR	13	4N-A8-RR__bin13	2	0.6	0.65	0.625	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	346280
4N-A8-RR	14	4N-A8-RR__bin14	7	0.65	0.7	0.675	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	513729
4N-A8-RR	15	4N-A8-RR__bin15	10	0.7	0.75	0.725	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	885940
4N-A8-RR	16	4N-A8-RR__bin16	6	0.75	0.8	0.775	120mg/kg	120	4N	88	0.475019505649636	TRUE	NA	437965
4N-A8-RR	17	4N-A8-RR__bin17	2	0.8	0.85	0.825	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	88090
4N-A8-RR	18	4N-A8-RR__bin18	4	0.85	0.9	0.875	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	667237
4N-A8-RR	19	4N-A8-RR__bin19	0	0.9	0.95	0.925	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	0
4N-A8-RR	20	4N-A8-RR__bin20	0	0.95	1	0.975	120mg/kg	120	4N	88	0.475019505649636	FALSE	cell_count<5	0
A5-4N-L	1	A5-4N-L__bin01	6	0	0.05	0.025	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	814615
A5-4N-L	2	A5-4N-L__bin02	10	0.05	0.1	0.075	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	953599
A5-4N-L	3	A5-4N-L__bin03	2	0.1	0.15	0.125	0mg/kg	0	4N	124	0.532221955675332	FALSE	cell_count<5	441945
A5-4N-L	4	A5-4N-L__bin04	3	0.15	0.2	0.175	0mg/kg	0	4N	124	0.532221955675332	FALSE	cell_count<5	795410
A5-4N-L	5	A5-4N-L__bin05	3	0.2	0.25	0.225	0mg/kg	0	4N	124	0.532221955675332	FALSE	cell_count<5	140041
A5-4N-L	6	A5-4N-L__bin06	6	0.25	0.3	0.275	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	548584
A5-4N-L	7	A5-4N-L__bin07	3	0.3	0.35	0.325	0mg/kg	0	4N	124	0.532221955675332	FALSE	cell_count<5	4341
A5-4N-L	8	A5-4N-L__bin08	5	0.35	0.4	0.375	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	288035
A5-4N-L	9	A5-4N-L__bin09	5	0.4	0.45	0.425	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	154179
A5-4N-L	10	A5-4N-L__bin10	6	0.45	0.5	0.475	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	225537
A5-4N-L	11	A5-4N-L__bin11	11	0.5	0.55	0.525	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	803242
A5-4N-L	12	A5-4N-L__bin12	6	0.55	0.6	0.575	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	630518
A5-4N-L	13	A5-4N-L__bin13	6	0.6	0.65	0.625	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	704159
A5-4N-L	14	A5-4N-L__bin14	10	0.65	0.7	0.675	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	1049266
A5-4N-L	15	A5-4N-L__bin15	8	0.7	0.75	0.725	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	784932
A5-4N-L	16	A5-4N-L__bin16	11	0.75	0.8	0.775	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	2219925
A5-4N-L	17	A5-4N-L__bin17	5	0.8	0.85	0.825	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	841834
A5-4N-L	18	A5-4N-L__bin18	13	0.85	0.9	0.875	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	2284453
A5-4N-L	19	A5-4N-L__bin19	5	0.9	0.95	0.925	0mg/kg	0	4N	124	0.532221955675332	TRUE	NA	673761
A5-4N-L	20	A5-4N-L__bin20	0	0.95	1	0.975	0mg/kg	0	4N	124	0.532221955675332	FALSE	cell_count<5	0
A5-4N-R	1	A5-4N-R__bin01	6	0	0.05	0.025	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	1052968
A5-4N-R	2	A5-4N-R__bin02	5	0.05	0.1	0.075	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	783615
A5-4N-R	3	A5-4N-R__bin03	4	0.1	0.15	0.125	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	603362
A5-4N-R	4	A5-4N-R__bin04	6	0.15	0.2	0.175	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	1011506
A5-4N-R	5	A5-4N-R__bin05	8	0.2	0.25	0.225	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	849576
A5-4N-R	6	A5-4N-R__bin06	1	0.25	0.3	0.275	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	116136
A5-4N-R	7	A5-4N-R__bin07	7	0.3	0.35	0.325	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	529312
A5-4N-R	8	A5-4N-R__bin08	4	0.35	0.4	0.375	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	209650
A5-4N-R	9	A5-4N-R__bin09	2	0.4	0.45	0.425	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	97647
A5-4N-R	10	A5-4N-R__bin10	3	0.45	0.5	0.475	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	234839
A5-4N-R	11	A5-4N-R__bin11	2	0.5	0.55	0.525	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	170424
A5-4N-R	12	A5-4N-R__bin12	5	0.55	0.6	0.575	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	1069391
A5-4N-R	13	A5-4N-R__bin13	2	0.6	0.65	0.625	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	243825
A5-4N-R	14	A5-4N-R__bin14	7	0.65	0.7	0.675	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	1189696
A5-4N-R	15	A5-4N-R__bin15	9	0.7	0.75	0.725	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	1490981
A5-4N-R	16	A5-4N-R__bin16	6	0.75	0.8	0.775	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	858080
A5-4N-R	17	A5-4N-R__bin17	14	0.8	0.85	0.825	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	2427104
A5-4N-R	18	A5-4N-R__bin18	8	0.85	0.9	0.875	0mg/kg	0	4N	99	0.503394297107753	TRUE	NA	2059977
A5-4N-R	19	A5-4N-R__bin19	0	0.9	0.95	0.925	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	0
A5-4N-R	20	A5-4N-R__bin20	0	0.95	1	0.975	0mg/kg	0	4N	99	0.503394297107753	FALSE	cell_count<5	0
A6-4N-O	1	A6-4N-O__bin01	2	0	0.05	0.025	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	458899
A6-4N-O	2	A6-4N-O__bin02	4	0.05	0.1	0.075	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	733885
A6-4N-O	3	A6-4N-O__bin03	3	0.1	0.15	0.125	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	457877
A6-4N-O	4	A6-4N-O__bin04	3	0.15	0.2	0.175	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	143443
A6-4N-O	5	A6-4N-O__bin05	2	0.2	0.25	0.225	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	229890
A6-4N-O	6	A6-4N-O__bin06	5	0.25	0.3	0.275	30mg/kg	30	4N	60	0.49985921792686	TRUE	NA	358303
A6-4N-O	7	A6-4N-O__bin07	2	0.3	0.35	0.325	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	6530
A6-4N-O	8	A6-4N-O__bin08	3	0.35	0.4	0.375	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	5474
A6-4N-O	9	A6-4N-O__bin09	3	0.4	0.45	0.425	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	583386
A6-4N-O	10	A6-4N-O__bin10	2	0.45	0.5	0.475	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	7769
A6-4N-O	11	A6-4N-O__bin11	3	0.5	0.55	0.525	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	25615
A6-4N-O	12	A6-4N-O__bin12	0	0.55	0.6	0.575	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	0
A6-4N-O	13	A6-4N-O__bin13	2	0.6	0.65	0.625	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	213481
A6-4N-O	14	A6-4N-O__bin14	6	0.65	0.7	0.675	30mg/kg	30	4N	60	0.49985921792686	TRUE	NA	1265335
A6-4N-O	15	A6-4N-O__bin15	5	0.7	0.75	0.725	30mg/kg	30	4N	60	0.49985921792686	TRUE	NA	544529
A6-4N-O	16	A6-4N-O__bin16	6	0.75	0.8	0.775	30mg/kg	30	4N	60	0.49985921792686	TRUE	NA	1000395
A6-4N-O	17	A6-4N-O__bin17	3	0.8	0.85	0.825	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	309208
A6-4N-O	18	A6-4N-O__bin18	6	0.85	0.9	0.875	30mg/kg	30	4N	60	0.49985921792686	TRUE	NA	560642
A6-4N-O	19	A6-4N-O__bin19	0	0.9	0.95	0.925	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	0
A6-4N-O	20	A6-4N-O__bin20	0	0.95	1	0.975	30mg/kg	30	4N	60	0.49985921792686	FALSE	cell_count<5	0
A6-4N-RR	1	A6-4N-RR__bin01	3	0	0.05	0.025	30mg/kg	30	4N	193	0.481236708915064	FALSE	cell_count<5	395116
A6-4N-RR	2	A6-4N-RR__bin02	17	0.05	0.1	0.075	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2558488
A6-4N-RR	3	A6-4N-RR__bin03	16	0.1	0.15	0.125	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2686154
A6-4N-RR	4	A6-4N-RR__bin04	9	0.15	0.2	0.175	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	1500024
A6-4N-RR	5	A6-4N-RR__bin05	8	0.2	0.25	0.225	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	826798
A6-4N-RR	6	A6-4N-RR__bin06	9	0.25	0.3	0.275	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	1034090
A6-4N-RR	7	A6-4N-RR__bin07	10	0.3	0.35	0.325	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	1589644
A6-4N-RR	8	A6-4N-RR__bin08	3	0.35	0.4	0.375	30mg/kg	30	4N	193	0.481236708915064	FALSE	cell_count<5	263531
A6-4N-RR	9	A6-4N-RR__bin09	8	0.4	0.45	0.425	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	903319
A6-4N-RR	10	A6-4N-RR__bin10	10	0.45	0.5	0.475	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	811280
A6-4N-RR	11	A6-4N-RR__bin11	12	0.5	0.55	0.525	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	878700
A6-4N-RR	12	A6-4N-RR__bin12	9	0.55	0.6	0.575	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	1199884
A6-4N-RR	13	A6-4N-RR__bin13	13	0.6	0.65	0.625	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	1825800
A6-4N-RR	14	A6-4N-RR__bin14	11	0.65	0.7	0.675	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2304581
A6-4N-RR	15	A6-4N-RR__bin15	12	0.7	0.75	0.725	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2530429
A6-4N-RR	16	A6-4N-RR__bin16	11	0.75	0.8	0.775	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2018058
A6-4N-RR	17	A6-4N-RR__bin17	16	0.8	0.85	0.825	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2509291
A6-4N-RR	18	A6-4N-RR__bin18	15	0.85	0.9	0.875	30mg/kg	30	4N	193	0.481236708915064	TRUE	NA	2661657
A6-4N-RR	19	A6-4N-RR__bin19	1	0.9	0.95	0.925	30mg/kg	30	4N	193	0.481236708915064	FALSE	cell_count<5	159045
A6-4N-RR	20	A6-4N-RR__bin20	0	0.95	1	0.975	30mg/kg	30	4N	193	0.481236708915064	FALSE	cell_count<5	0
