"tgi_measure","omitted_sample_id","n","pearson_r","pearson_p","spearman_rho","spearman_p","sign_matches_full_pearson","delta_pearson_r_from_full","influential_flag"
"TGI_percent_Day_17","2N-A2-0",7,0.536784309236428,0.21412510635276,0.107142857142857,0.819150855569991,TRUE,-0.0707427618465698,FALSE
"TGI_percent_Day_17","2N-A2-L",7,0.615113081802663,0.141521164684955,0.428571428571428,0.337368311085824,TRUE,0.00758601071966458,FALSE
"TGI_percent_Day_17","A6-4N-RR",7,0.56476532442106,0.186506794204054,0.464285714285714,0.293934107600252,TRUE,-0.0427617466619385,FALSE
"TGI_percent_Day_17","A6-4N-O",7,0.672345495754939,0.0979882309553567,0.464285714285714,0.293934107600252,TRUE,0.0648184246719404,FALSE
"TGI_percent_Day_17","2N-A4-R",7,0.367851376414801,0.416895045926667,0.107142857142857,0.819150855569991,TRUE,-0.239675694668197,TRUE
"TGI_percent_Day_17","2N-A4-RL",7,0.683196454732434,0.0906657002566174,0.607142857142857,0.148231161481161,TRUE,0.0756693836494357,FALSE
"TGI_percent_Day_17","4N-A8-RL",7,0.695998601582624,0.0824111629783722,0.607142857142857,0.148231161481161,TRUE,0.0884715304996254,FALSE
"TGI_percent_Day_17","4N-A8-RR",7,0.668552302035542,0.100618423607555,0.428571428571428,0.337368311085824,TRUE,0.0610252309525436,FALSE
