"method","compartment","sample_set","predictor","predictor_label","tgi_measure","tgi_day","n","pearson_r","pearson_p_asymptotic","pearson_p_permutation_two_sided","pearson_p_permutation_positive","pearson_n_permutations","pearson_permutation_mode","spearman_rho","spearman_p_asymptotic","spearman_p_permutation_two_sided","spearman_p_permutation_positive","spearman_n_permutations","spearman_permutation_mode","multiplicity_family","analysis_role","pre_specified_primary","pearson_q_exploratory","spearman_q_exploratory"
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_auc",NA,8,-0.44236325876264,0.272421613075645,0.280971902809719,0.86021397860214,10000,"monte_carlo_TGI_label_permutation",-0.214285714285714,0.610344415645267,0.615738426157384,0.714928507149285,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.561093890610939,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_3",3,8,0.685382443385195,0.0606403796289896,0.0999900009999,0.0732926707329267,10000,"monte_carlo_TGI_label_permutation",0.238095238095238,0.570156320815768,0.586741325867413,0.295170482951705,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.495150484951505,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_7",7,8,-0.386832782782147,0.343797175382687,0.336866313368663,0.826117388261174,10000,"monte_carlo_TGI_label_permutation",-0.380952380952381,0.351812553117565,0.357664233576642,0.838016198380162,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.561093890610939,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_10",10,8,-0.62343812279186,0.0986289496412973,0.123787621237876,0.909009099090091,10000,"monte_carlo_TGI_label_permutation",-0.30952380952381,0.455644890737582,0.45965403459654,0.791620837916208,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.495150484951505,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_14",14,8,-0.360845912756323,0.379851746703807,0.374062593740626,0.814418558144186,10000,"monte_carlo_TGI_label_permutation",-0.0952380952380952,0.822505430203611,0.843515648435156,0.601439856014399,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.561093890610939,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_17",17,8,-0.698401019253014,0.054006978151185,0.0591269841269841,0.963789682539683,40320,"exact_TGI_label_enumeration",-0.476190476190476,0.232935534650098,0.243055555555556,0.891914682539683,40320,"exact_TGI_label_enumeration","CellCycle_mean_ETP_TGI","selected_TGI_outcome",TRUE,0.495150484951505,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_21",21,8,-0.44174673860265,0.273169946197034,0.27957204279572,0.848415158484152,10000,"monte_carlo_TGI_label_permutation",-0.0952380952380952,0.822505430203611,0.837216278372163,0.602539746025398,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.561093890610939,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_24",24,8,-0.387348978978664,0.343097626516945,0.346665333466653,0.824717528247175,10000,"monte_carlo_TGI_label_permutation",-0.0714285714285714,0.866526270675909,0.886911308869113,0.572042795720428,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.561093890610939,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_27",27,8,-0.250150317480866,0.550167343349981,0.57984201579842,0.707529247075293,10000,"monte_carlo_TGI_label_permutation",-0.166666666666667,0.693238811728395,0.703429657034297,0.659334066593341,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.632554926325549,0.886911308869113
"ETP_boundary_stress_threshold_2_375","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_31",31,8,-0.296948455789289,0.475086351653847,0.486151384861514,0.754324567543246,10000,"monte_carlo_TGI_label_permutation",-0.0952380952380952,0.822505430203611,0.841415858414159,0.592140785921408,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.617938206179382,0.886911308869113
