"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster","gene_key","lfc_value","p_val_adj_num","delta_pct","abs_logfc","abs_delta_pct"
0,4.57930589772357,0.935,0.305,0,"GRCh38-TOP2A","TOP2A",10,"TOP2A",4.57930589772357,0,0.63,4.57930589772357,0.63
0,4.41677092530245,0.904,0.395,0,"GRCh38-CENPF","CENPF",10,"CENPF",4.41677092530245,0,0.509,4.41677092530245,0.509
0,4.23262362575585,0.909,0.144,0,"GRCh38-MKI67","MKI67",10,"MKI67",4.23262362575585,0,0.765,4.23262362575585,0.765
0,4.11283178215594,0.824,0.142,0,"GRCh38-ASPM","ASPM",10,"ASPM",4.11283178215594,0,0.682,4.11283178215594,0.682
0,3.99621239350708,0.925,0.398,0,"GRCh38-TPX2","TPX2",10,"TPX2",3.99621239350708,0,0.527,3.99621239350708,0.527
0,3.93801845804016,0.922,0.376,0,"GRCh38-CCNB1","CCNB1",10,"CCNB1",3.93801845804016,0,0.546,3.93801845804016,0.546
0,3.84189493550763,0.801,0.164,0,"GRCh38-UBE2C","UBE2C",10,"UBE2C",3.84189493550763,0,0.637,3.84189493550763,0.637
0,3.59403957435506,0.893,0.392,0,"GRCh38-NUSAP1","NUSAP1",10,"NUSAP1",3.59403957435506,0,0.501,3.59403957435506,0.501
0,3.57458087047593,0.823,0.25,0,"GRCh38-CENPE","CENPE",10,"CENPE",3.57458087047593,0,0.573,3.57458087047593,0.573
0,3.50721543549079,0.902,0.664,0,"GRCh38-HMGB2","HMGB2",10,"HMGB2",3.50721543549079,0,0.238,3.50721543549079,0.238
0,3.4862854679968,0.841,0.671,0,"GRCh38-H1-3","H1-3",10,"H1-3",3.4862854679968,0,0.17,3.4862854679968,0.17
0,3.47444666380492,0.902,0.142,0,"GRCh38-BIRC5","BIRC5",10,"BIRC5",3.47444666380492,0,0.76,3.47444666380492,0.76
0,3.46502681736774,0.93,0.491,0,"GRCh38-PTTG1","PTTG1",10,"PTTG1",3.46502681736774,0,0.439,3.46502681736774,0.439
0,3.41403903846483,0.856,0.115,0,"GRCh38-CDC20","CDC20",10,"CDC20",3.41403903846483,0,0.741,3.41403903846483,0.741
0,3.37855407695004,0.837,0.063,0,"GRCh38-DLGAP5","DLGAP5",10,"DLGAP5",3.37855407695004,0,0.774,3.37855407695004,0.774
0,3.21512677872703,0.861,0.25,0,"GRCh38-PRC1","PRC1",10,"PRC1",3.21512677872703,0,0.611,3.21512677872703,0.611
0,3.14783474430262,0.88,0.331,0,"GRCh38-PRR11","PRR11",10,"PRR11",3.14783474430262,0,0.549,3.14783474430262,0.549
0,3.13591334819936,0.766,0.08,0,"GRCh38-HMMR","HMMR",10,"HMMR",3.13591334819936,0,0.686,3.13591334819936,0.686
0,3.10694146080399,0.803,0.128,0,"GRCh38-KIF4A","KIF4A",10,"KIF4A",3.10694146080399,0,0.675,3.10694146080399,0.675
0,3.08065127787091,0.865,0.202,0,"GRCh38-CDKN3","CDKN3",10,"CDKN3",3.08065127787091,0,0.663,3.08065127787091,0.663
0,3.05899704085001,0.84,0.079,0,"GRCh38-CEP55","CEP55",10,"CEP55",3.05899704085001,0,0.761,3.05899704085001,0.761
0,3.04060581043512,0.816,0.16,0,"GRCh38-ANLN","ANLN",10,"ANLN",3.04060581043512,0,0.656,3.04060581043512,0.656
0,2.98362959872854,0.762,0.198,0,"GRCh38-AURKA","AURKA",10,"AURKA",2.98362959872854,0,0.564,2.98362959872854,0.564
0,2.97401978244323,0.775,0.073,0,"GRCh38-GTSE1","GTSE1",10,"GTSE1",2.97401978244323,0,0.702,2.97401978244323,0.702
0,2.97186798913853,0.76,0.074,0,"GRCh38-PLK1","PLK1",10,"PLK1",2.97186798913853,0,0.686,2.97186798913853,0.686
0,2.956299293074,0.832,0.141,0,"GRCh38-RRM2","RRM2",10,"RRM2",2.956299293074,0,0.691,2.956299293074,0.691
0,2.89535055827342,0.847,0.086,0,"GRCh38-PBK","PBK",10,"PBK",2.89535055827342,0,0.761,2.89535055827342,0.761
0,2.82460693010615,0.778,0.134,0,"GRCh38-KIF2C","KIF2C",10,"KIF2C",2.82460693010615,0,0.644,2.82460693010615,0.644
0,2.80657483949306,0.946,0.784,0,"GRCh38-STMN1","STMN1",10,"STMN1",2.80657483949306,0,0.162,2.80657483949306,0.162
0,2.79973217911004,0.714,0.323,0,"GRCh38-CDK1","CDK1",10,"CDK1",2.79973217911004,0,0.391,2.79973217911004,0.391
0,2.79898221000006,0.87,0.646,0,"GRCh38-CKS2","CKS2",10,"CKS2",2.79898221000006,0,0.224,2.79898221000006,0.224
0,2.78399734800816,0.763,0.105,0,"GRCh38-KNL1","KNL1",10,"KNL1",2.78399734800816,0,0.658,2.78399734800816,0.658
0,2.77479222391427,0.79,0.127,0,"GRCh38-NCAPG","NCAPG",10,"NCAPG",2.77479222391427,0,0.663,2.77479222391427,0.663
0,2.76758543564011,0.75,0.073,0,"GRCh38-DEPDC1","DEPDC1",10,"DEPDC1",2.76758543564011,0,0.677,2.76758543564011,0.677
0,2.75540902734569,0.785,0.066,0,"GRCh38-CCNA2","CCNA2",10,"CCNA2",2.75540902734569,0,0.719,2.75540902734569,0.719
0,2.73747212060502,0.715,0.073,0,"GRCh38-KIF14","KIF14",10,"KIF14",2.73747212060502,0,0.642,2.73747212060502,0.642
0,2.73167942913406,0.947,0.839,0,"GRCh38-UBE2S","UBE2S",10,"UBE2S",2.73167942913406,0,0.108,2.73167942913406,0.108
0,2.71758668681916,0.741,0.191,0,"GRCh38-NDC80","NDC80",10,"NDC80",2.71758668681916,0,0.55,2.71758668681916,0.55
0,2.70859962845782,0.797,0.386,0,"GRCh38-KIF20B","KIF20B",10,"KIF20B",2.70859962845782,0,0.411,2.70859962845782,0.411
0,2.70600466643375,0.829,0.198,0,"GRCh38-TYMS","TYMS",10,"TYMS",2.70600466643375,0,0.631,2.70600466643375,0.631
0,2.69714580855266,0.861,0.522,0,"GRCh38-KPNA2","KPNA2",10,"KPNA2",2.69714580855266,0,0.339,2.69714580855266,0.339
0,2.69590282375289,0.753,0.091,0,"GRCh38-NUF2","NUF2",10,"NUF2",2.69590282375289,0,0.662,2.69590282375289,0.662
0,2.67300512666141,0.755,0.157,0,"GRCh38-DIAPH3","DIAPH3",10,"DIAPH3",2.67300512666141,0,0.598,2.67300512666141,0.598
0,2.64180540898328,0.835,0.163,0,"GRCh38-TK1","TK1",10,"TK1",2.64180540898328,0,0.672,2.64180540898328,0.672
0,2.63739959010972,0.715,0.082,0,"GRCh38-CDCA8","CDCA8",10,"CDCA8",2.63739959010972,0,0.633,2.63739959010972,0.633
0,2.59810195689301,0.955,0.889,0,"GRCh38-TUBB4B","TUBB4B",10,"TUBB4B",2.59810195689301,0,0.0659999999999999,2.59810195689301,0.0659999999999999
0,2.58220507897852,0.748,0.554,0,"GRCh38-H2AC20","H2AC20",10,"H2AC20",2.58220507897852,0,0.194,2.58220507897852,0.194
0,2.54379927348154,0.839,0.427,0,"GRCh38-CKS1B","CKS1B",10,"CKS1B",2.54379927348154,0,0.412,2.54379927348154,0.412
0,2.54230166957406,0.732,0.229,0,"GRCh38-SGO2","SGO2",10,"SGO2",2.54230166957406,0,0.503,2.54230166957406,0.503
0,2.53645636318707,0.846,0.786,0,"GRCh38-H1-4","H1-4",10,"H1-4",2.53645636318707,0,0.0599999999999999,2.53645636318707,0.0599999999999999
0,2.53445846164354,0.837,0.212,0,"GRCh38-CENPW","CENPW",10,"CENPW",2.53445846164354,0,0.625,2.53445846164354,0.625
0,2.52865656943601,0.48,0.053,0,"GRCh38-H2AC14","H2AC14",10,"H2AC14",2.52865656943601,0,0.427,2.52865656943601,0.427
0,2.51912900871544,0.901,0.753,0,"GRCh38-SMC4","SMC4",10,"SMC4",2.51912900871544,0,0.148,2.51912900871544,0.148
0,2.51579928082749,0.91,0.544,0,"GRCh38-PCLAF","PCLAF",10,"PCLAF",2.51579928082749,0,0.366,2.51579928082749,0.366
0,2.51155255709384,0.767,0.252,0,"GRCh38-KIF23","KIF23",10,"KIF23",2.51155255709384,0,0.515,2.51155255709384,0.515
0,2.50458700457778,0.817,0.18,0,"GRCh38-CCNB2","CCNB2",10,"CCNB2",2.50458700457778,0,0.637,2.50458700457778,0.637
0,2.49048228356709,0.788,0.268,0,"GRCh38-TACC3","TACC3",10,"TACC3",2.49048228356709,0,0.52,2.49048228356709,0.52
0,2.4896520640223,0.809,0.244,0,"GRCh38-KIF11","KIF11",10,"KIF11",2.4896520640223,0,0.565,2.4896520640223,0.565
0,2.48847958542405,0.738,0.09,0,"GRCh38-TTK","TTK",10,"TTK",2.48847958542405,0,0.648,2.48847958542405,0.648
0,2.47969962413408,0.71,0.06,0,"GRCh38-CKAP2L","CKAP2L",10,"CKAP2L",2.47969962413408,0,0.65,2.47969962413408,0.65
0,2.44700684237437,0.826,0.399,0,"GRCh38-ECT2","ECT2",10,"ECT2",2.44700684237437,0,0.427,2.44700684237437,0.427
0,2.43996498964049,0.763,0.097,0,"GRCh38-BUB1","BUB1",10,"BUB1",2.43996498964049,0,0.666,2.43996498964049,0.666
0,2.40412596725032,0.706,0.054,0,"GRCh38-SPC25","SPC25",10,"SPC25",2.40412596725032,0,0.652,2.40412596725032,0.652
0,2.37906436143298,0.615,0.065,0,"GRCh38-H3C2","H3C2",10,"H3C2",2.37906436143298,0,0.55,2.37906436143298,0.55
0,2.37238531430857,0.698,0.139,0,"GRCh38-CDCA2","CDCA2",10,"CDCA2",2.37238531430857,0,0.559,2.37238531430857,0.559
0,2.36077372534211,0.74,0.097,0,"GRCh38-BUB1B","BUB1B",10,"BUB1B",2.36077372534211,0,0.643,2.36077372534211,0.643
0,2.35870657674124,0.811,0.308,0,"GRCh38-MAD2L1","MAD2L1",10,"MAD2L1",2.35870657674124,0,0.503,2.35870657674124,0.503
0,2.33206226386135,0.574,0.128,0,"GRCh38-H3C4","H3C4",10,"H3C4",2.33206226386135,0,0.446,2.33206226386135,0.446
0,2.30490765690065,0.688,0.084,0,"GRCh38-AURKB","AURKB",10,"AURKB",2.30490765690065,0,0.604,2.30490765690065,0.604
0,2.29642028974237,0.768,0.098,0,"GRCh38-MYBL2","MYBL2",10,"MYBL2",2.29642028974237,0,0.67,2.29642028974237,0.67
1.40234222463281e-277,2.28468831750359,0.774,0.569,1.01392147525401e-272,"GRCh38-S100A2","S100A2",10,"S100A2",2.28468831750359,1.01392147525401e-272,0.205,2.28468831750359,0.205
0,2.28162301304029,0.733,0.099,0,"GRCh38-CIT","CIT",10,"CIT",2.28162301304029,0,0.634,2.28162301304029,0.634
0,2.2725747804926,0.527,0.118,0,"GRCh38-H2AC12","H2AC12",10,"H2AC12",2.2725747804926,0,0.409,2.2725747804926,0.409
0,2.26378459902525,0.761,0.074,0,"GRCh38-SHCBP1","SHCBP1",10,"SHCBP1",2.26378459902525,0,0.687,2.26378459902525,0.687
0,2.26157391314329,0.694,0.075,0,"GRCh38-KIF15","KIF15",10,"KIF15",2.26157391314329,0,0.619,2.26157391314329,0.619
0,2.24969574078103,0.789,0.23,0,"GRCh38-LMNB1","LMNB1",10,"LMNB1",2.24969574078103,0,0.559,2.24969574078103,0.559
0,2.23974754951359,0.797,0.524,0,"GRCh38-H2AX","H2AX",10,"H2AX",2.23974754951359,0,0.273,2.23974754951359,0.273
0,2.23969932503831,0.766,0.326,0,"GRCh38-CENPK","CENPK",10,"CENPK",2.23969932503831,0,0.44,2.23969932503831,0.44
