"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	175	1017	129	"Alive"
"2"	4	156.5	1013	193	"Alive"
"3"	5	147	1016.5	155	"Alive"
"4"	6	154	1011.5	142	"Dead"
"5"	7	157	1011	170	"Alive"
"6"	8	149	1023.5	161	"Alive"
"7"	9	142	1033.5	158	"Alive"
"8"	10	129	1044	184	"Alive"
"9"	11	119	1038	175	"Alive"
"10"	12	128.5	1042.5	142	"Transitional"
"11"	13	124.5	1034.5	121	"Alive"
"12"	14	112	1032	183	"Alive"
"13"	15	114	1042	124	"Alive"
"14"	16	118.5	1021.5	149	"Alive"
"15"	17	109	1005.5	106	"Alive"
