"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	787.5	599	108	"Alive"
"2"	19	772	606.5	126	"Alive"
"3"	20	759.5	608	103	"Alive"
"4"	21	770	608	143	"Alive"
"5"	22	769	613.5	118	"Alive"
"6"	23	768	609.5	178	"Alive"
"7"	24	775.5	610.5	179	"Alive"
"8"	25	773.5	614.5	133	"Alive"
"9"	26	763	617	92	"Alive"
"10"	27	760.5	620	82	"Alive"
"11"	28	767.5	602.5	111	"Alive"
"12"	29	769	608	136	"Alive"
"13"	30	775.5	603.5	81	"Alive"
"14"	31	772.5	586.5	106	"Alive"
"15"	32	790	593.5	82	"Alive"
"16"	33	774	605.5	110	"Dead"
