"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1369.5	98	148	"Alive"
"2"	20	1389	111.5	158	"Alive"
"3"	21	1362.5	107.5	84	"Alive"
"4"	22	1361	117	90	"Alive"
"5"	23	1353.5	118	88	"Alive"
"6"	24	1356	125.5	115	"Alive"
"7"	25	1359.5	124.5	135	"Alive"
"8"	26	1364	135	143	"Alive"
"9"	27	1362.5	134.5	154	"Alive"
"10"	28	1362	136.5	144	"Alive"
"11"	29	1356	124	89	"Alive"
"12"	30	1351.5	120.5	101	"Alive"
"13"	31	1346	120	123	"Alive"
"14"	32	1343	121	97	"Alive"
"15"	33	1349	107	71	"Alive"
"16"	34	1350	117.5	85	"Alive"
"17"	35	1350.5	116	113	"Alive"
