"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	16	1157.5	53	256	"Alive"
"2"	17	1165	47.5	121	"Alive"
"3"	18	1176.5	47	143	"Alive"
"4"	19	1163.5	44.5	193	"Alive"
"5"	20	1152	48	143	"Alive"
"6"	21	1137.5	38	127	"Alive"
"7"	22	1141.5	39.5	202	"Alive"
"8"	23	1149.5	43.5	120	"Alive"
"9"	24	1155	38.5	142	"UnStained"
"10"	25	1148	22.5	164	"Alive"
"11"	26	1149.5	36.5	81	"Alive"
"12"	27	1153	34	113	"Alive"
"13"	28	1164	46	88	"Alive"
"14"	29	1175	46	88	"Alive"
"15"	30	1167	36	78	"Alive"
"16"	31	1154.5	33	92	"Alive"
"17"	32	1155.5	38	96	"Alive"
"18"	33	1157.5	38.5	100	"Alive"
"19"	34	1155.5	28	124	"Alive"
"20"	35	1153.5	25.5	116	"Alive"
"21"	36	1150.5	24	82	"Alive"
