"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1402	661	181	"Alive"
"2"	19	1395	655.5	108	"Alive"
"3"	20	1397	638.5	109	"Alive"
"4"	21	1394	630.5	119	"Alive"
"5"	22	1388	631.5	137	"Alive"
"6"	23	1386	637.5	128	"Alive"
"7"	24	1379.5	626	324	"Alive"
"8"	25	1376.5	631	449	"Alive"
"9"	26	1362	626.5	83	"Alive"
"10"	27	1358	631.5	93	"Alive"
"11"	28	1353	632	171	"Alive"
"12"	29	1343.5	642	166	"Alive"
"13"	30	1336	646	132	"Alive"
"14"	31	1332	646.5	152	"Alive"
"15"	32	1331.5	649	221	"Alive"
"16"	33	1338.5	642.5	123	"Alive"
"17"	34	1322.5	645	85	"Alive"
"18"	35	1324.5	649	212	"Alive"
"19"	36	1325	646.5	67	"Alive"
"20"	37	1320.5	659.5	95	"Alive"
"21"	38	1328	663	214	"Alive"
